store,account_id,account_review,visit_date,visit_count,verification,review,review_text,photo
난포,honey800937,807,2025.05.09,1번째 방문,영수증,좋아요,3,TRUE
난포,마이구미미미,653,2025.11.23,1번째 방문,영수증,음식 굳,4,TRUE
난포,냥냥이er,1769,2025.04.24,1번째 방문,영수증,맛있어요,4,TRUE
난포,깐돌이7,1406,2025.03.02,1번째 방문,예약,맛집투어,4,TRUE
난포,메이플로드,2672,2025.04.04,3번째 방문,영수증,맛있어요,4,TRUE
난포,룰루랄라8D,38,2024.11.13,1번째 방문,영수증,맛있어요,4,TRUE
난포,inhwa627,310,2025.08.09,1번째 방문,영수증,맛있어요.,5,TRUE
난포,littlebambi,2813,2025.03.15,1번째 방문,영수증,맛있어요!,5,TRUE
난포,윤뽕,3627,2024.11.11,1번째 방문,예약,보통...,5,TRUE
난포,hye****,3094,2025.06.10,1번째 방문,영수증,감사합니다,5,TRUE
난포,bit****,54,2024.10.17,1번째 방문,예약,맛있어요!,5,TRUE
난포,눈플레이스,916,2024.10.01,2번째 방문,영수증,맛있어요!,5,TRUE
난포,랄랄라1827,1209,2024.09.06,2번째 방문,영수증,특색있어요,5,TRUE
난포,tuc,30,2026.01.05,1번째 방문,예약,맛있오요!!,6,TRUE
난포,sY12,13,2025.12.03,1번째 방문,예약,맛있어요!!,6,TRUE
난포,재진업고튀어,821,2025.05.06,1번째 방문,영수증,맛있었어요!,6,TRUE
난포,ponori,520,2024.10.14,1번째 방문,예약,맛있었어요😀,6,TRUE
난포,bboyakim,749,2024.08.16,1번째 방문,영수증,장아찌 존맛,6,TRUE
난포,san****,1174,2025.10.23,1번째 방문,예약,매일먹고싶어여,7,TRUE
난포,여름3327,2748,2025.03.01,1번째 방문,영수증,노래가 좋았어요,8,TRUE
난포,Zozitten,1082,2024.12.07,1번째 방문,영수증,묵은지가 킥이에요!,10,TRUE
난포,su2834,25,2024.11.20,1번째 방문,예약,언제나 맛있습니다!,10,TRUE
난포,rac****,1199,2024.10.30,1번째 방문,영수증,음식이 독특했어요~,10,TRUE
난포,딕챙셩,1130,2025.03.16,1번째 방문,영수증,소문대로 맛있네요^^,11,TRUE
난포,롱롱어고우,28,2024.10.17,1번째 방문,예약,요메뉴가 제일 맛나요,11,TRUE
난포,pak****,28,2024.09.08,1번째 방문,영수증,난포 미쳐따리 졸맛ㅋ,11,TRUE
난포,뽁슝,185,2024.07.30,1번째 방문,영수증,맛있게 잘먹었습니다!,11,TRUE
난포,19****,717,2025.02.08,1번째 방문,영수증,퓨전한식? 느낌입니다.,12,TRUE
난포,나5201,1661,2024.12.29,2번째 방문,영수증,맛있게 잘 먹고 가요.,12,TRUE
난포,음성남,903,2024.07.29,1번째 방문,영수증,건강한 맛이라서 좋아요,12,TRUE
난포,덤보탱,207,2025.12.18,1번째 방문,예약,깔끔한 식사 좋았습니다~,13,TRUE
난포,채윤531,36,2025.12.30,1번째 방문,예약,메뉴 독특하고 맛있어요!,13,TRUE
난포,Zzzzzn59,29,2025.11.24,1번째 방문,예약,간이 슴슴하니 맛있었어요,13,TRUE
난포,sto****,1363,2025.05.12,1번째 방문,영수증,한번가는 맛집입니다 ㅋㅋ,13,TRUE
난포,shinyongmi,2022,2024.06.23,1번째 방문,영수증,자극적이지 않고 맛있어요,13,TRUE
난포,jjez,11,2024.07.17,1번째 방문,예약,깔끔한 한식! 만족합니다,13,TRUE
난포,지리산반달곰,425,2026.04.28,1번째 방문,영수증,음식이 맛나요..간도 좋고,14,TRUE
난포,사계절7559,1571,2026.01.19,1번째 방문,영수증,삼삼하니 정갈하고 맛있어요,14,TRUE
난포,esp****,781,2025.04.16,1번째 방문,영수증,아주 맘에드는 밥집이네요~,14,TRUE
난포,두바퀴로가는자동차,199,2025.02.21,1번째 방문,영수증,맛있었으나 회는 별로 였다,14,TRUE
난포,에스티구르망,1236,2025.01.16,2번째 방문,영수증,진짜 최고입니다 난포!!!,14,TRUE
난포,이우85,2,2025.04.07,1번째 방문,예약,맛있어요 친구들이 감동했어요,15,TRUE
난포,토마토552,1018,2024.10.05,1번째 방문,예약,들기름 국수랑 쌈밥 괜찮았음,15,TRUE
난포,농수산원정대,31,2025.01.18,1번째 방문,영수증,건강한 한식 먹는 맛입니다!,15,TRUE
난포,별별10000,593,2024.11.21,1번째 방문,예약,예약하고 간 만큼 맛있었어요,15,TRUE
난포,kikikiij,1585,2024.09.01,1번째 방문,영수증,맛이써요 웨이팅!! 필수에여,15,TRUE
난포,dudtls17,796,2024.09.02,1번째 방문,영수증,"제스타일,, 너무 맛있었어요",15,TRUE
난포,히히히흐히히,541,2025.03.18,1번째 방문,예약,음식 다 맛있었어요 국수 짱맛,16,TRUE
난포,TalktomeYllopGoose,60,2024.10.08,2번째 방문,예약,맛있어서 항상 찾는 곳이에요!,16,TRUE
난포,내일봐,510,2024.08.23,1번째 방문,영수증,묵은지말이 무조건 드셔야합니다,16,TRUE
난포,바람5711,508,2024.03.22,1번째 방문,예약,메뉴 다 건강한맛 맛있어요🫶🏻,16,TRUE
난포,리뷰파이터요세프,647,2026.04.06,1번째 방문,영수증,"맛있는지는 사실 모르겠어요,,,",17,TRUE
난포,앵두랜드,36,2026.01.16,1번째 방문,예약,깔끔하고 예약이 수월해서 좋아요,17,TRUE
난포,별아Ssi,338,2025.06.04,1번째 방문,영수증,비쥬얼에 비해 맛은 평범해요 ~,17,TRUE
난포,유후이이이,1145,2025.04.27,1번째 방문,영수증,맛있어요 쌈밥은 조금 슴슴하네여,17,TRUE
난포,SSUMS,702,2025.03.06,1번째 방문,영수증,간이 세지 않아서 더 좋았어요!,17,TRUE
난포,빛나라두부,977,2024.05.05,1번째 방문,예약,묵은지활어(?)가 맛있었어요!!,17,TRUE
난포,진진왕자님,134,2026.02.28,1번째 방문,예약,건강해지는 기분이에요 담백쓰~~!,18,TRUE
난포,눈누난나920,36,2025.09.20,1번째 방문,영수증,웨이팅할만큼 특별한 맛은 없습니다,18,TRUE
난포,kav****,44,2025.08.06,1번째 방문,예약,"성수하면 난포, 난포하면 성수!!",18,TRUE
난포,Anne1598,8,2025.01.22,2번째 방문,예약,건강하고 맛있는 밥~적극추천합니다,18,TRUE
난포,데비르밍,15,2024.09.10,1번째 방문,예약,한식을 다양하게 푸는 맛이 좋았음,18,TRUE
난포,구름67,10,2026.03.07,1번째 방문,예약,너무 색다르고 맛있어서 또 가려구요,19,TRUE
난포,삐삐님0,94,2025.07.20,1번째 방문,영수증,가격에 비해서 양이 진짜 적긴해요😂,19,TRUE
난포,navyle,38,2024.07.12,1번째 방문,예약,맛도 그닥 직원들 서비스도 그닥..,19,TRUE
난포,심심타파07,977,2025.11.07,1번째 방문,영수증,지나가다 우연히 방문했어요 단백하네요,20,TRUE
난포,kkimme,1183,2025.02.14,1번째 방문,예약,간이 밍밍해서 생각보다 그냥 그랬어요,20,TRUE
난포,행복이해플,703,2025.01.22,1번째 방문,영수증,진짜 다 맛있어요!!! 깔끔 정갈!!,20,TRUE
난포,민초몬,587,2024.06.26,1번째 방문,예약,깔끔하고 정갈한 음식이 맛있습니다:),20,TRUE
난포,하리보73,34,2025.04.03,1번째 방문,예약,왜 인기인지 알겠더라구요! 또 갈거에용,21,TRUE
난포,SKJG,672,2024.05.05,1번째 방문,영수증,메뉴 전부 맛있어요 담백하고 깔끔해요😋,21,TRUE
난포,케이트10,114,2025.10.10,1번째 방문,예약,성수점은 처음인데 역시 맛있고 친절하네요,22,TRUE
난포,푸테이토,378,2025.08.23,2번째 방문,영수증,"언제나 맛있는 난포, 오늘도 잘 먹고가요",22,TRUE
난포,스피키 네르지 마세요,3086,2024.06.13,1번째 방문,영수증,돌문어간장국수와 제철회묵은지말이는 차갑다,22,TRUE
난포,모든것 감사,1203,2025.03.29,1번째 방문,영수증,종류 별로 다양하게 ㅋ 맛있게 먹었네요^^,23,TRUE
난포,청춘용이,902,2025.01.22,1번째 방문,예약,맛있어요~ 특별해서 좋고 분위기도 좋습니다,23,TRUE
난포,샐리니,1037,2024.10.25,1번째 방문,예약,음식 금방나와요 양은 작은편입니다 맛있어요,23,TRUE
난포,임과함께,1338,2024.06.28,1번째 방문,,회국수랑 김치말이회덮밥이 완전 짱 맛나용.,23,TRUE
난포,임꺽정34,147,2024.08.10,1번째 방문,영수증,맛있ㅇ었고 다음에는 부모님과 같이 와야겠음,23,TRUE
난포,나5201,1661,2024.10.19,1번째 방문,영수증,맛있어요. 다음엔 다른 메뉴 먹어봐야겠어요.,24,TRUE
난포,천일홍33,800,2024.08.27,1번째 방문,영수증,음식 깔끔하고 맛나네요 맛나게 잘 멋었습니다,24,TRUE
난포,내가먼저2,34,2026.05.01,1번째 방문,예약,건강한 음식을 맛있게 먹을 수 있어서 좋아요~,25,TRUE
난포,로렌2548,36,2025.07.31,1번째 방문,예약,음식이 깔끔하고 정갈해서 맛있는 식사를 했어요,25,TRUE
난포,오이시쿠나레 모에모에 뀽,1480,2025.05.15,1번째 방문,영수증,맛있어요.ᐟ.ᐟ 양이 좀 적긴 한데 맛있어요😄,25,TRUE
난포,밍3634,553,2025.02.27,1번째 방문,영수증,음식이 나오는데 좀 걸리김 하지만 맛은 있어요,25,TRUE
난포,무무지mm,7,2025.12.28,1번째 방문,예약,너무 맛있고 분위기랑 인테리어가 너무 좋아요!!,26,TRUE
난포,까꿍이7040,238,2024.12.20,2번째 방문,영수증,정말 정말 매우 매우 맛있어! 맛있어! 맛있어!,26,TRUE
난포,pensieve26,1776,2024.06.20,1번째 방문,영수증,돌문어 간장국수/ 제철회 묵은지말이/ 강된장쌈밥,26,TRUE
난포,티스타일,852,2025.10.09,1번째 방문,영수증,자극적이지 않고 건강한 맛이었습니다. 깔끔합니다.,27,TRUE
난포,kenit,2192,2025.04.03,3번째 방문,영수증,강된장쌈밥과 새우감자전^^ 건강하게 맛있습니다~~,27,TRUE
난포,엘리머스크,577,2025.05.02,1번째 방문,예약,우연치 않게 빠르게 예약 후 바로 입장 특별한 메뉴,28,TRUE
난포,sensenpapa,82,2024.08.18,1번째 방문,예약,다음에 또 방문할게요!! 맛있게 잘 먹고 갑니다!!,28,TRUE
난포,금융어린이,663,2024.07.09,1번째 방문,예약,난포 오랜만에 왔습니다! :) 늘 사람많고 맛있네요!,29,TRUE
난포,mangoya,328,2024.08.24,1번째 방문,예약,오래 기다리고 먹었는데 술안주로 좋은 메뉴구성인듯해용,29,TRUE
난포,울랄라맛나,2564,2024.10.20,1번째 방문,영수증,생각보다 ㅂㄹ.. 걍 평범한 맛인데 웨이팅 왜 하지?,29,TRUE
난포,라운드치과병원,261,2024.05.09,1번째 방문,영수증,메뉴가 특색있고 음식이 정갈하게 담겨서 나와요. :),29,TRUE
난포,인선643,8,2025.10.29,1번째 방문,예약,블로그용 음식인듯해요 양과 맛에 비해 가격이 쫌 있네요,30,TRUE
난포,작은곰그림자,1279,2025.04.24,1번째 방문,예약,깔끔하고 맛 있었네요 그런데 다들 무뚝뚝한 편이에요ㅎㅎ,30,TRUE
난포,skinnytangerine,565,2024.11.02,1번째 방문,영수증,난포올때마다먹는 제철회묵은지말이 추천해요 정말 맛잇어요,30,TRUE
난포,성빈맘54,971,2024.09.15,1번째 방문,영수증,딸과 성수동 데이트~~ 맛있게 잘 먹고 갑니다 ~~^^,30,TRUE
난포,딘이528,104,2025.07.20,1번째 방문,영수증,국수는 좀 짰어요 그래도 부모님과 함께 맛있게 먹고왔어요,31,TRUE
난포,Aoaoyr56,7,2025.07.10,1번째 방문,예약,건강하게 맛있게 먹었습니당〰️ 간이 세지 않아서 좋았어요,31,TRUE
난포,호호1015,88,2025.02.11,1번째 방문,예약,맛있었어요! 2인에 메뉴 3개정도 ㅎㅎ 가야할 것 같아요,31,TRUE
난포,오뎅678,19,2024.10.30,1번째 방문,예약,"아는 맛인데도 맛있어요, 지인과 술 3병 비우고 갑니다.",31,TRUE
난포,므엉므엉2,663,2024.10.03,1번째 방문,영수증,맛있어요. 줄이 길어요. 둘이서 3개는 시켜야 배불러요.,31,TRUE
난포,수문장18,531,2025.07.24,4번째 방문,,서울숲에서 친구들 만날때마다 들르는 단골집입니다. 맛있어요,32,TRUE
난포,pineapple,41,2025.05.30,1번째 방문,예약,배달 말고 매장 방문은 처음! 대표메뉴들 역시나 맛났어요😍,32,TRUE
난포,upup33,1414,2025.04.06,1번째 방문,,음식이 다 맛있어요. 쌈밥이 슴슴하니 비빔국수랑 같이 드세요,33,TRUE
난포,fam****,43,2025.03.10,1번째 방문,예약,"양이 적어요! 맛은 너무 평범, 줄 설 정도의 맛 아니네요.",33,TRUE
난포,kim****,268,2024.12.28,1번째 방문,영수증,강된장쌈밥 구수하고 맛있어요~~ 다른 메뉴도 맛있게 먹었네요,33,TRUE
난포,gusrud74,293,2024.08.26,1번째 방문,영수증,한식을 깔끔하고 맛나게 잘 만들었어요 간도 세지않고 맛있어요,33,TRUE
난포,twoson222,29,2024.07.15,1번째 방문,예약,비쥬얼과 맛이 함께.ㅡ 맛있어서 또 다른 지인과 방문예약함.,33,TRUE
난포,냠냠 맛있게,105,2024.03.09,1번째 방문,영수증,기다리는 시간이 길었지만 맛이 있는 음식먹을수 있어 좋았어요,33,TRUE
난포,후추어멍,8,2026.04.27,1번째 방문,예약,매번 배달 시키다가 매장에서 처음 먹었는데 넘 맛있네요ㅠㅠㅠㅠ,34,TRUE
난포,수문장18,531,2025.07.18,3번째 방문,예약,작년에 이어 세번째 방문. 서울숲 산책후 점심 맛나게 먹었어요,34,TRUE
난포,푸테이토,378,2025.06.03,1번째 방문,영수증,참기름 풍미가 인상적이었던 난포! 정말 맛나게 식사했어요 :),34,TRUE
난포,vhe****,101,2025.10.05,1번째 방문,영수증,맛있는 된장쌈밥이 생각날 때 가는 곳이에요 곰국도 진하니 좋네요,35,TRUE
난포,리라로,29,2024.06.19,1번째 방문,영수증,깔끔하고 맛있어요^^ 양이 많진 않지만 먹다보니 배부르네요^~^,35,TRUE
난포,잘살자00,1461,2026.04.23,1번째 방문,영수증,딸아이가 예약해서 갔는데 맛있네요. 다음에도 또 방문하고 싶네요.,36,TRUE
난포,느ㅏ,311,2025.04.27,2번째 방문,영수증,둘이서 메뉴 세개 시켜도 배 안차요 ㅎㅎ 슴슴하니 맛 괜찮습니다~,36,TRUE
난포,vnvnxo,45,2025.03.06,1번째 방문,예약,엄청 맛있습니다! 다음에 서울숲 놀러갈 쯤에 또 가고 싶네요 ㅎㅎ,36,TRUE
난포,허밍5547,106,2024.07.30,1번째 방문,예약,예약해서는 처음인데 순서대로 잘 나오고 좋았어요 또 갈랴구요 냠냠,36,TRUE
난포,제이드43,400,2024.12.31,1번째 방문,예약,예약이 가능해져서 좋았습니다. 음식 하나하나 맛있었고 만족스러웠어요,37,TRUE
난포,qwio12547,14,2024.09.11,1번째 방문,예약,묵은지 말이가 정말 맛있어요 집 와서도 계속 생각나는 감칠맛이에요🩵,37,TRUE
난포,wjd****,1627,2024.06.02,1번째 방문,영수증,"여자친구와 제철회국수, 제철회묵은지말이, 강된장쌈밥 먹고 왔어요✌️",37,TRUE
난포,asdvev,947,2025.12.11,1번째 방문,영수증,"Pros 면이 꼬들하고, 맛있다. Cons 여자 홀직원이 어리버리하다",38,TRUE
난포,lovely girl77,2333,2024.10.09,1번째 방문,영수증,음식맛있고 부모님도 좋아하셔요. 공휴일기준 50분정도 대기하였습니다.,38,TRUE
난포,서울인디언,763,2024.06.06,1번째 방문,영수증,속에 부대끼지 않고 부담없는 맛이에요 자극적이지않으면서도 맛도 있어요,38,TRUE
난포,완밤빵82,343,2025.12.03,1번째 방문,예약,기대하고 갔는데 넘 맛있썼네용 !!!!! 자극적이지 않고 건강한 한끼!,39,TRUE
난포,윤짱구32,219,2025.12.27,1번째 방문,예약,"매장이 큰편은 아니지만, 패딩을 걸어둘 수 있는 공간이 있어 괜찮았어요",39,TRUE
난포,걷는서울,571,2025.02.09,1번째 방문,영수증,반지하처험 보이지만 들어가보면 밝고 따뜻합니다 겨울에 밥먹기좋은것같아요,39,TRUE
난포,ejch,85,2024.06.19,1번째 방문,예약,일년에 2~3번은 가는 것 같아요. 넘 맛있는데 양이 좀 적어요. ㅠㅠ,39,TRUE
난포,ㅇㅂㅇ55,69,2025.08.22,1번째 방문,예약,짜지않고 슴슴하게 맛있어요 금요일 11시에도 사람이 많으니 꼭 예약하세요,40,TRUE
난포,슈렉956,249,2024.11.24,1번째 방문,영수증,2명인데도 난포오면 항상 이렇게 먹는듯 ㅎㅅㅎ 너무 맛있고 좋습니당 ◡̈,40,TRUE
난포,니엘지코,135,2025.08.23,1번째 방문,영수증,주문한 모든게 맛있었어요! 된장쌈밥은 생각보다 삼삼했어요 고급진 한식 좋아,41,TRUE
난포,uck****,213,2025.07.06,1번째 방문,영수증,음식이 다 예뻐요 아쉬운건 어떤음식은 싱겁고 어떤음식은 짜고 간이 안맞아요,41,TRUE
난포,몽니하트,433,2025.03.14,1번째 방문,예약,"엄청난 맛은 아니지만 건강한 맛이고, 가격도 적당했어요. 잘 먹었습니다:)",41,TRUE
난포,뽀로롱쀼,852,2024.09.05,1번째 방문,영수증,역시 한국인 마무리는 된장인기봅니댜~ 퓨전한국음식같고 넘 맛있게 먹고갑니댱,41,TRUE
난포,바비리스,70,2024.09.04,1번째 방문,예약,웨이팅이 많은 난포 소문대로 자극적이지 않구 담백한게 요리가 다 맛있습니다,41,TRUE
난포,lalswo,13,2025.02.10,1번째 방문,예약,여자친구와 같이 갔는데 음식도 빨리 나오고 너무 맛있었어요! 번창하세요~~😀,42,TRUE
난포,실리카겔31,130,2024.09.13,1번째 방문,영수증,평일 5시 웨이팅 없이 바로 들어갔어요! 강된장쌈밥 참기름꼬소한게 맛나유~~,42,TRUE
난포,너구리꼬리곰탕,160,2024.07.22,1번째 방문,예약,레전드 맛있음 너무 충격먹음 맛잇어서 또 먹으러 가고싶어요 제발 또먹고싶어요,42,TRUE
난포,자유부인692,2,2025.10.15,1번째 방문,예약,예약 하여 가서 바로 입장.. 빠르게 나와 좋았어요 입으로 눈으로 맛 있었어요,43,TRUE
난포,abc1767,279,2024.10.25,1번째 방문,영수증,회국수 완전 추천드려요. 쫀득쫀득한 회에 매콤달콤한 국수 궁합이 정말 좋아요.,43,TRUE
난포,공삼이오,30,2025.03.21,1번째 방문,예약,예약없이 가면 안되는 곳! 신선하게 잘 먹었습니다ㅎㅎ 되게 유니크한 음식점이에요,44,TRUE
난포,히키코모리,479,2024.12.30,1번째 방문,영수증,항상 먹는 메뉴인데 언제 먹어도 맛있어요. 웨이팅 길지 않아서 바로 들어갔어요.,44,TRUE
난포,니나뇨3883,1244,2024.10.15,1번째 방문,영수증,테이블링했어도 엄청 기다렸는데 그런거치고 역대급 그닥..양도 적고 진짜 놀랐어요,44,TRUE
난포,matzip finder,238,2024.11.12,1번째 방문,영수증,한식 맛집으로 단언컨대 최고 같아요! 한남점도 서울숲점도 늘 맛있게 먹고 가요👍🏻,45,TRUE
난포,S iron,21,2024.08.14,1번째 방문,예약,주문한 음식 다 맛있어요 ^^ 직원분들 친절하고 좀 아쉬운게 매장이 살짝 더웠어요,45,TRUE
난포,푸른자연휴양림,1424,2024.04.27,1번째 방문,,캐치테이블로 미리 웨이팅 걸어놓고 놀다가 오니까 기다릴만 했어요 ~~ 맛있더라구용,45,TRUE
난포,sngylkm,11,2025.07.23,1번째 방문,예약,불고기 쌈밥이 특이했고 새우 감자전은 맛있었어요 문어국수는 다소 호불호가 있어보여요,46,TRUE
난포,살아야저리가,349,2024.06.01,1번째 방문,영수증,아주 대만족 간이 세지 않고 적당하구 대화하기 좋고 옛날 음악 듣는 것도 좋았어요!,46,TRUE
난포,kam****,14,2024.04.05,1번째 방문,예약,모든 음식이.맛있고 정갈해요 특히 전복들깨국수 정말 맛있어요!!!! 강추 합니다!!,46,TRUE
난포,콩이3789,32,2025.07.24,1번째 방문,예약,너무 맛있다. 회비빔국수는 맛있어서 집에서 따라하며 해먹었다. 그 맛이 안났지만ㅎㅎㅎ,47,TRUE
난포,에스티구르망,1236,2025.05.22,3번째 방문,영수증,자극적이지 않고 자꾸 땡기는 음식들입니다. 기분 좋게 항상 식사하고 나오는 곳 난포!,47,TRUE
난포,ieo****,95,2025.10.11,1번째 방문,영수증,강된장쌈밥이 푸짐하고 맛있어서 자주 찾게 되네요 된장향도 은은하고 밑반찬도 잘 어울려요,48,TRUE
난포,tkf****,54,2025.06.01,1번째 방문,영수증,"맛있는데, 웨이팅과 가격대비해서는 보통이였어요ㅜ.ㅜ 건강하고 슴슴한 맛 좋아하시면 추천",48,TRUE
난포,둡두부둡둡,1197,2025.08.08,1번째 방문,예약,예전부터 와보고 싶었는데 드디어 왔네요! 깔끔 담백 그 자체라 부모님도 맛나게 드셨어요!,49,TRUE
난포,러브홀릭37,501,2024.04.05,1번째 방문,예약,맛이 담백합니다 특별한 메뉴는 아니지만 건강하게 기분좋게 먹을수있는 음식들이었어요 강추!,49,TRUE
난포,리뷰경보쟁이,548,2024.05.01,1번째 방문,영수증,세시간 웨이팅.. 매장엔 30분 남짓 머물다 갔음 음식먹을만 했고 웨이팅이 너무함.....,50,TRUE
난포,kim****,663,2024.10.25,1번째 방문,영수증,서울의 숲 갔다가 발견한 맛집. 세대불문 다 좋아할거 같은 비쥬얼과 맛. 탁월한 선택이였어요,51,TRUE
난포,gir****,194,2025.11.09,1번째 방문,영수증,밥 한 끼 제대로 먹고 싶을 때 찾게 되는 곳이에요 쌈밥이 푸짐하고 된장 맛이 깊어서 좋았어요,52,TRUE
난포,자이당43,10,2024.10.22,1번째 방문,예약,건강한 퓨전 음식 부담스럽지 않게 잘 먹었습니다. 전체적으로 적당한 간이 제일 맘에 들었네요!,52,TRUE
난포,새벽별6369,381,2024.05.23,1번째 방문,영수증,바싹하고 마른새우향도 많이 나는 감자전 묵은지와 강된장쌈도 맛있네요. 국물이 없는게 아쉽다는 점,53,TRUE
난포,제과왕 우지,30,2024.12.06,1번째 방문,예약,음식들이 다 예쁘게 나오고 맛있어서 엄마가 너무 좋아하셨어요! 가게도 예쁘고 넓고 다 좋았습니다~,54,TRUE
난포,좋은날5754,1232,2025.01.18,1번째 방문,영수증,예약도 했지만 1시간 이상 기다린 후 맛본집 맛없음 화냈을텐데 기다린 보람 있듯이 음식이 맛있어요,54,TRUE
난포,katie861,115,2024.06.19,1번째 방문,예약,양은 매우 적지만 ㅋㅋ 넘 귀엽고 예쁜 인스타용 사진 나오구요 맛도 괜찮아서 재방문 의사 있어요!,54,TRUE
난포,lmy10004,1395,2024.05.27,1번째 방문,영수증,운이좋게 11시에 웨이팅없이 바로 입장~ 그러나 만석 ㅋ 주문하고 30분기다리니 음식이 나오네요~,54,TRUE
난포,KMS8319,13,2025.06.23,1번째 방문,예약,정갈하게 잘 나오고 음식도 깔끔하게 맛있어요. 직원분들도 친절하고 매장도 깔끔해서 너무 좋았어요!!,55,TRUE
난포,맛도리찾기고수,72,2024.09.23,1번째 방문,영수증,오래도록 줄서는 식당이라 미루다가 느즈막히 이용해봤어요. 부담없이 속이편한 깔끔한 음식이라 좋네요.,55,TRUE
난포,블랑제리Kong,140,2024.10.17,1번째 방문,영수증,친구들과 방문했습니다 예약을해두어서 바로 입장했습니다 번호대로 주문받아주시네요 음식 정갈하고 맛있어요,56,TRUE
난포,나는천재야최고야엡벱벱,52,2024.06.05,1번째 방문,예약,외국인인 새언니도 엄청 맛있게 먹었다고 하네옹 진짜 메뉴가 다 맛있었어요 다음에도 또 방문하고 싶어요,56,TRUE
난포,옴뇸뇨노롬,114,2026.01.16,1번째 방문,영수증,"투뿔육회묵은지 말이, 강된장쌈밥 먹었는데 둘다 맛있었습니다. 우엉간장절임도 맛있었어요. 또 먹고 싶어요",57,TRUE
