word,category,polarity,score,,,,,,,,,,,,,,
파스타 맛있다,food,positive,1,,,,,,,,,,,,,,
삼겹살 맛있다,food,positive,1,,,,,,,,,,,,,,
감자탕 맛있다,food,positive,1,,,,,,,,,,,,,,
밑반찬 맛있다,food,positive,1,,,,,,,,,,,,,,
감칠맛 좋다,food,positive,1,,,,,,,,,,,,,,
김치 좋다,food,positive,1,,,,,,,,,,,,,,
반찬 다양하다,food,positive,1,,,,,,,,,,,,,,
돼지갈비 맛있다,food,positive,1,,,,,,,,,,,,,,
닭갈비 맛있다,food,positive,1,,,,,,,,,,,,,,
국물 맛있다,food,positive,1,,,,,,,,,,,,,,
음식 괜찮다,food,positive,1,,,,,,,,,,,,,,
김치찌개 맛있다,food,positive,1,,,,,,,,,,,,,,
찌개 맛있다,food,positive,1,,,,,,,,,,,,,,
국물 좋다,food,positive,1,,,,,,,,,,,,,,
국물 시원하다,food,positive,1,,,,,,,,,,,,,,
국물 깊다,food,positive,1,,,,,,,,,,,,,,
갈비 맛있다,food,positive,1,,,,,,,,,,,,,,
밑반찬 깔끔하다,food,positive,1,,,,,,,,,,,,,,
냄새 없이,food,positive,1,,,,,,,,,,,,,,
곰탕 맛있다,food,positive,1,,,,,,,,,,,,,,
육회 맛있다,food,positive,1,,,,,,,,,,,,,,
설렁탕 맛있다,food,positive,1,,,,,,,,,,,,,,
보쌈 부드럽다,food,positive,1,,,,,,,,,,,,,,
메뉴 추천,food,positive,1,,,,,,,,,,,,,,
냉면 맛있다,food,positive,1,,,,,,,,,,,,,,
메뉴 좋다,food,positive,1,,,,,,,,,,,,,,
간편하다,food,positive,1,,,,,,,,,,,,,,
냄새 없다,food,positive,1,,,,,,,,,,,,,,
된장찌개 맛있다,food,positive,1,,,,,,,,,,,,,,
김치 최고,food,positive,2,,,,,,,,,,,,,,
칼국수 맛있다,food,positive,1,,,,,,,,,,,,,,
맛있다 맵다,food,positive,1,,,,,,,,,,,,,,
보쌈 최고,food,positive,2,,,,,,,,,,,,,,
보쌈 훌륭하다,food,positive,2,,,,,,,,,,,,,,
곰탕 깔끔하다,food,positive,1,,,,,,,,,,,,,,
국밥 깔끔하다,food,positive,1,,,,,,,,,,,,,,
고기 깔끔하다,food,positive,1,,,,,,,,,,,,,,
설렁탕 좋다,food,positive,1,,,,,,,,,,,,,,
국물 최고,food,positive,2,,,,,,,,,,,,,,
비빔밥 고소하다,food,positive,1,,,,,,,,,,,,,,
비빔밥 추천,food,positive,1,,,,,,,,,,,,,,
샐러드 맛있다,food,positive,1,,,,,,,,,,,,,,
간도 좋다,food,positive,1,,,,,,,,,,,,,,
김치 신선하다,food,positive,1,,,,,,,,,,,,,,
국물 얼큰하다,food,positive,1,,,,,,,,,,,,,,
짜다,food,negative,-1,,,,,,,,,,,,,,
느끼하다,food,negative,-1,,,,,,,,,,,,,,
맵다,food,negative,-1,,,,,,,,,,,,,,
맛없다,food,negative,-2,,,,,,,,,,,,,,
싱겁다,food,negative,-1,,,,,,,,,,,,,,
맛있다 않다,food,negative,-1,,,,,,,,,,,,,,
고기 별로,food,negative,-1,,,,,,,,,,,,,,
김치 아쉽다,food,negative,-1,,,,,,,,,,,,,,
고기 누리다,food,negative,-1,,,,,,,,,,,,,,
신선하다 않다,food,negative,-1,,,,,,,,,,,,,,
파스타 느끼하다,food,negative,-1,,,,,,,,,,,,,,
깊다 않다,food,negative,-1,,,,,,,,,,,,,,
고기 아쉽다,food,negative,-1,,,,,,,,,,,,,,
진하다 않다,food,negative,-1,,,,,,,,,,,,,,
부드럽다 않다,food,negative,-1,,,,,,,,,,,,,,
감자탕 맛없다,food,negative,-2,,,,,,,,,,,,,,
국물 텁텁하다,food,negative,-1,,,,,,,,,,,,,,
간 세다,food,negative,-1,,,,,,,,,,,,,,
간 약하다,food,negative,-1,,,,,,,,,,,,,,
반찬 없다,food,negative,-1,,,,,,,,,,,,,,
메뉴 없다,food,negative,-1,,,,,,,,,,,,,,
약간 짜다,food,negative,-1,,,,,,,,,,,,,,
질리다,food,negative,-2,,,,,,,,,,,,,,
친절하다,service,positive,1,,,,,,,,,,,,,,
직원 친절하다,service,positive,1,,,,,,,,,,,,,,
대기 없이,service,positive,1,,,,,,,,,,,,,,
사장 친절하다,service,positive,1,,,,,,,,,,,,,,
정말 친절하다,service,positive,1,,,,,,,,,,,,,,
서비스 좋다,service,positive,1,,,,,,,,,,,,,,
주문 빠르다,service,positive,1,,,,,,,,,,,,,,
포장 추천,service,positive,1,,,,,,,,,,,,,,
설명 자세하다,service,positive,1,,,,,,,,,,,,,,
대처 좋다,service,positive,1,,,,,,,,,,,,,,
친절하다 않다,service,negative,-1,,,,,,,,,,,,,,
직원 불친절하다,service,negative,-2,,,,,,,,,,,,,,
웨이팅 길다,service,negative,-1,,,,,,,,,,,,,,
서비스 별로,service,negative,-1,,,,,,,,,,,,,,
빠르다 않다,service,negative,-1,,,,,,,,,,,,,,
대기 별로,service,negative,-1,,,,,,,,,,,,,,
대기 길다,service,negative,-1,,,,,,,,,,,,,,
사장 불친절하다,service,negative,-2,,,,,,,,,,,,,,
설명 부족하다,service,negative,-1,,,,,,,,,,,,,,
대처 별로,service,negative,-1,,,,,,,,,,,,,,
설명 없다,service,negative,-1,,,,,,,,,,,,,,
좋다,service,positive,2,,,,,,,,,,,,,,
친절하다,service,positive,2,,,,,,,,,,,,,,
오래오래,service,positive,2,,,,,,,,,,,,,,
서비스,service,positive,2,,,,,,,,,,,,,,
번창,service,positive,2,,,,,,,,,,,,,,
전설,service,positive,2,,,,,,,,,,,,,,
도전,service,positive,1,,,,,,,,,,,,,,
감사,service,positive,2,,,,,,,,,,,,,,
자주,service,positive,1,,,,,,,,,,,,,,
조만간,service,positive,1,,,,,,,,,,,,,,
대박나다,service,positive,2,,,,,,,,,,,,,,
감사하다,service,positive,2,,,,,,,,,,,,,,
바쁘다,service,negative,-2,,,,,,,,,,,,,,
대충,service,negative,-2,,,,,,,,,,,,,,
이상하다,service,negative,-1,,,,,,,,,,,,,,
굳이,service,negative,-2,,,,,,,,,,,,,,
푸대접,service,negative,-2,,,,,,,,,,,,,,
안좋다,service,negative,-2,,,,,,,,,,,,,,
쫓다,service,negative,-2,,,,,,,,,,,,,,
불편하다,service,negative,-2,,,,,,,,,,,,,,
불친절,service,negative,-2,,,,,,,,,,,,,,
엉망,service,negative,-2,,,,,,,,,,,,,,
상식,service,negative,-2,,,,,,,,,,,,,,
심하다,service,negative,-2,,,,,,,,,,,,,,
교육,service,negative,-1,,,,,,,,,,,,,,
힘들다,service,negative,-2,,,,,,,,,,,,,,
불가,service,negative,-2,,,,,,,,,,,,,,
나쁘다,service,negative,-2,,,,,,,,,,,,,,
희한하다,service,negative,-2,,,,,,,,,,,,,,
싫어지다,service,negative,-2,,,,,,,,,,,,,,
운빨,service,negative,-2,,,,,,,,,,,,,,
투덜대다,service,negative,-2,,,,,,,,,,,,,,
혼잡하다,service,negative,-2,,,,,,,,,,,,,,
사과,service,negative,-1,,,,,,,,,,,,,,
죄송하다,service,negative,-2,,,,,,,,,,,,,,
망치다,service,negative,-2,,,,,,,,,,,,,,
입맛,service,negative,-2,,,,,,,,,,,,,,
떨어지다,service,negative,-2,,,,,,,,,,,,,,
플레인,service,negative,-2,,,,,,,,,,,,,,
신경질,service,negative,-2,,,,,,,,,,,,,,
불쾌하다,service,negative,-2,,,,,,,,,,,,,,
안되다,service,negative,-2,,,,,,,,,,,,,,
더럽다,service,negative,-2,,,,,,,,,,,,,,
어렵다,service,negative,-2,,,,,,,,,,,,,,
그냥,service,negative,-1,,,,,,,,,,,,,,
당황,service,negative,-2,,,,,,,,,,,,,,
급하다,service,negative,-2,,,,,,,,,,,,,,
시큰둥하다,service,negative,-2,,,,,,,,,,,,,,
최악,service,negative,-2,,,,,,,,,,,,,,
던지다,service,negative,-2,,,,,,,,,,,,,,
별로,service,negative,-2,,,,,,,,,,,,,,
다만,service,negative,-2,,,,,,,,,,,,,,
근데,service,negative,-2,,,,,,,,,,,,,,
지저분하다,service,negative,-2,,,,,,,,,,,,,,
행주,service,negative,-1,,,,,,,,,,,,,,
쓴소리,service,negative,-2,,,,,,,,,,,,,,
미안하다,service,negative,-2,,,,,,,,,,,,,,
거절,service,negative,-2,,,,,,,,,,,,,,
신고,service,negative,-2,,,,,,,,,,,,,,
낄낄대다,service,negative,-2,,,,,,,,,,,,,,
공산주의,service,negative,-1,,,,,,,,,,,,,,
잡치다,service,negative,-2,,,,,,,,,,,,,,
에바,service,negative,-2,,,,,,,,,,,,,,
소진,service,negative,-2,,,,,,,,,,,,,,
독촉,service,negative,-2,,,,,,,,,,,,,,
뉘앙스,service,negative,-2,,,,,,,,,,,,,,
불가,service,negative,-2,,,,,,,,,,,,,,
싸가지,service,negative,-2,,,,,,,,,,,,,,
개판,service,negative,-2,,,,,,,,,,,,,,
태도,service,negative,-2,,,,,,,,,,,,,,
어이없다,service,negative,-2,,,,,,,,,,,,,,
가성,price,positive,2,,,,,,,,,,,,,,
뽐내다,price,positive,2,,,,,,,,,,,,,,
저렴,price,positive,2,,,,,,,,,,,,,,
싸다,price,positive,2,,,,,,,,,,,,,,
착하다,price,positive,2,,,,,,,,,,,,,,
저렴하다,price,positive,2,,,,,,,,,,,,,,
비싸다,price,negative,-2,,,,,,,,,,,,,,
싸다,price,positive,1,,,,,,,,,,,,,,
저렴하다,price,positive,1,,,,,,,,,,,,,,
가격 착하다,price,positive,1,,,,,,,,,,,,,,
가격 저렴하다,price,positive,1,,,,,,,,,,,,,,
가격 괜찮다,price,positive,1,,,,,,,,,,,,,,
가격 싸다,price,positive,1,,,,,,,,,,,,,,
가격 좋다,price,positive,1,,,,,,,,,,,,,,
가성비 미쳤다,price,positive,2,,,,,,,,,,,,,,
돈값 하다,price,positive,1,,,,,,,,,,,,,,
비싸다,price,negative,-1,,,,,,,,,,,,,,
가격 비싸다,price,negative,-1,,,,,,,,,,,,,,
가격 사악하다,price,negative,-2,,,,,,,,,,,,,,
저렴하다 않다,price,negative,-1,,,,,,,,,,,,,,
싸다 않다,price,negative,-1,,,,,,,,,,,,,,
가성비 떨어지다,price,negative,-1,,,,,,,,,,,,,,
돈값 못하다,price,negative,-2,,,,,,,,,,,,,,
엄청 비싸다,price,negative,-2,,,,,,,,,,,,,,
가성,price,positive,2,,,,,,,,,,,,,,
뽐내다,price,positive,2,,,,,,,,,,,,,,
저렴,price,positive,2,,,,,,,,,,,,,,
싸다,price,positive,2,,,,,,,,,,,,,,
착하다,price,positive,2,,,,,,,,,,,,,,
저렴하다,price,positive,2,,,,,,,,,,,,,,
비싸다,price,negative,-2,,,,,,,,,,,,,,
분위기 좋다,atmosphere,positive,1,,,,,,,,,,,,,,
깨끗하다,atmosphere,positive,1,,,,,,,,,,,,,,
매장 넓다,atmosphere,positive,1,,,,,,,,,,,,,,
매장 깔끔하다,atmosphere,positive,1,,,,,,,,,,,,,,
청결하다,atmosphere,positive,1,,,,,,,,,,,,,,
분위기 깔끔하다,atmosphere,positive,1,,,,,,,,,,,,,,
시끄럽다 않다,atmosphere,positive,1,,,,,,,,,,,,,,
매장 쾌적하다,atmosphere,positive,1,,,,,,,,,,,,,,
매장 깨끗하다,atmosphere,positive,1,,,,,,,,,,,,,,
자리 넓다,atmosphere,positive,1,,,,,,,,,,,,,,
내부 넓다,atmosphere,positive,1,,,,,,,,,,,,,,
인테리어 깔끔하다,atmosphere,positive,1,,,,,,,,,,,,,,
내부 깔끔하다,atmosphere,positive,1,,,,,,,,,,,,,,
공간 넓다,atmosphere,negative,1,,,,,,,,,,,,,,
분위기 아늑하다,atmosphere,negative,1,,,,,,,,,,,,,,
데이트 좋다,atmosphere,negative,1,,,,,,,,,,,,,,
인테리어 좋다,atmosphere,negative,1,,,,,,,,,,,,,,
데이트 추천,atmosphere,negative,1,,,,,,,,,,,,,,
분위기 편하다,atmosphere,negative,1,,,,,,,,,,,,,,
테이블 넓다,atmosphere,negative,1,,,,,,,,,,,,,,
넓다 않다,atmosphere,negative,-1,,,,,,,,,,,,,,
위생 별로,atmosphere,negative,-1,,,,,,,,,,,,,,
자리 불편하다,atmosphere,negative,-2,,,,,,,,,,,,,,
깨끗하다 않다,atmosphere,negative,-1,,,,,,,,,,,,,,
자리 좁다,atmosphere,negative,-1,,,,,,,,,,,,,,
위생 안좋다,atmosphere,negative,-1,,,,,,,,,,,,,,
공간 좁다,atmosphere,negative,-1,,,,,,,,,,,,,,
공간 협소하다,atmosphere,negative,-1,,,,,,,,,,,,,,
자리 없다,atmosphere,negative,-1,,,,,,,,,,,,,,
조용하다,atmosphere,positive,1,,,,,,,,,,,,,,
보람,atmosphere,positive,2,,,,,,,,,,,,,,
즐겁다,atmosphere,positive,2,,,,,,,,,,,,,,
활기,atmosphere,positive,2,,,,,,,,,,,,,,
행복,atmosphere,positive,2,,,,,,,,,,,,,,
금방,atmosphere,positive,1,,,,,,,,,,,,,,
추억,atmosphere,positive,1,,,,,,,,,,,,,,
딱좋다,atmosphere,positive,2,,,,,,,,,,,,,,
깨끗하다,atmosphere,positive,2,,,,,,,,,,,,,,
길다,atmosphere,negative,-1,,,,,,,,,,,,,,
덥다,atmosphere,negative,-2,,,,,,,,,,,,,,
벌레,atmosphere,negative,-2,,,,,,,,,,,,,,
혼잡하다,atmosphere,negative,-2,,,,,,,,,,,,,,
시끄럽다,atmosphere,negative,-2,,,,,,,,,,,,,,
북적,atmosphere,negative,-1,,,,,,,,,,,,,,
정신,atmosphere,negative,-1,,,,,,,,,,,,,,
단점,atmosphere,negative,-2,,,,,,,,,,,,,,
고성방가,atmosphere,negative,-2,,,,,,,,,,,,,,
협소,atmosphere,negative,-2,,,,,,,,,,,,,,
끈적,atmosphere,negative,-2,,,,,,,,,,,,,,
혼잡,atmosphere,negative,-2,,,,,,,,,,,,,,
삿대질,atmosphere,negative,-2,,,,,,,,,,,,,,
파리,atmosphere,negative,-2,,,,,,,,,,,,,,
답답하다,atmosphere,negative,-2,,,,,,,,,,,,,,
바퀴벌레,atmosphere,negative,-2,,,,,,,,,,,,,,
부적합,atmosphere,negative,-2,,,,,,,,,,,,,,
좋다,소민,positive,1,,,,,,,,,,,,,,
맛집,소민,positive,1,,,,,,,,,,,,,,
추천,소민,positive,1,,,,,,,,,,,,,,
깔끔하다,소민,positive,1,,,,,,,,,,,,,,
너무 좋다,소민,positive,1,,,,,,,,,,,,,,
부드럽다,소민,positive,1,,,,,,,,,,,,,,
최고,소민,positive,2,,,,,,,,,,,,,,
편하다,소민,positive,1,,,,,,,,,,,,,,
괜찮다,소민,positive,1,,,,,,,,,,,,,,
정말 맛있다,소민,positive,1,,,,,,,,,,,,,,
너무 친절하다,소민,positive,1,,,,,,,,,,,,,,
넓다,소민,positive,1,,,,,,,,,,,,,,
만족스럽다,소민,positive,1,,,,,,,,,,,,,,
강추,소민,positive,2,,,,,,,,,,,,,,
정갈하다,소민,positive,1,,,,,,,,,,,,,,
존맛,소민,positive,2,,,,,,,,,,,,,,
만족하다,소민,positive,1,,,,,,,,,,,,,,
빠르다,소민,positive,1,,,,,,,,,,,,,,
만족,소민,positive,1,,,,,,,,,,,,,,
든든하다,소민,positive,1,,,,,,,,,,,,,,
훌륭하다,소민,positive,2,,,,,,,,,,,,,,
넉넉하다,소민,positive,1,,,,,,,,,,,,,,
대박,소민,positive,2,,,,,,,,,,,,,,
쾌적하다,소민,positive,1,,,,,,,,,,,,,,
친절,소민,positive,1,,,,,,,,,,,,,,
맛있다 좋다,소민,positive,1,,,,,,,,,,,,,,
완벽하다,소민,positive,2,,,,,,,,,,,,,,
정말 좋다,소민,positive,1,,,,,,,,,,,,,,
엄청나다,소민,positive,1,,,,,,,,,,,,,,
나쁘다 않다,소민,positive,1,,,,,,,,,,,,,,
굿굿,소민,positive,1,,,,,,,,,,,,,,
엄청 맛있다,소민,positive,1,,,,,,,,,,,,,,
완전 맛있다,소민,positive,1,,,,,,,,,,,,,,
신선하다 맛있다,소민,positive,1,,,,,,,,,,,,,,
끝내주다,소민,positive,2,,,,,,,,,,,,,,
너무 부드럽다,소민,positive,1,,,,,,,,,,,,,,
완전 추천,소민,positive,2,,,,,,,,,,,,,,
엄청 친절하다,소민,positive,1,,,,,,,,,,,,,,
진짜 최고,소민,positive,2,,,,,,,,,,,,,,
너무 깔끔하다,소민,positive,1,,,,,,,,,,,,,,
엄청 부드럽다,소민,positive,1,,,,,,,,,,,,,,
너무 편하다,소민,positive,1,,,,,,,,,,,,,,
진짜 좋다,소민,positive,1,,,,,,,,,,,,,,
너무 만족스럽다,소민,positive,1,,,,,,,,,,,,,,
담백하다 맛있다,소민,positive,1,,,,,,,,,,,,,,
너무 만족하다,소민,positive,1,,,,,,,,,,,,,,
맛있다 깔끔하다,소민,positive,1,,,,,,,,,,,,,,
정말 깔끔하다,소민,positive,1,,,,,,,,,,,,,,
고소하다 맛있다,소민,positive,1,,,,,,,,,,,,,,
진짜 맛집,소민,positive,1,,,,,,,,,,,,,,
맛있다 강추,소민,positive,2,,,,,,,,,,,,,,
진짜 부드럽다,소민,positive,1,,,,,,,,,,,,,,
진짜 존맛,소민,positive,2,,,,,,,,,,,,,,
정말 최고,소민,positive,2,,,,,,,,,,,,,,
매우 친절하다,소민,positive,1,,,,,,,,,,,,,,
매우 좋다,소민,positive,1,,,,,,,,,,,,,,
정말 부드럽다,소민,positive,1,,,,,,,,,,,,,,
맛있다 최고,소민,positive,2,,,,,,,,,,,,,,
꿀맛,소민,positive,1,,,,,,,,,,,,,,
매우 맛있다,소민,positive,1,,,,,,,,,,,,,,
엄청 좋다,소민,positive,1,,,,,,,,,,,,,,
신선하다 좋다,소민,positive,1,,,,,,,,,,,,,,
완전 친절하다,소민,positive,1,,,,,,,,,,,,,,
엄청 넓다,소민,positive,1,,,,,,,,,,,,,,
맛있다 맛있다,소민,positive,1,,,,,,,,,,,,,,
딱좋다,소민,positive,1,,,,,,,,,,,,,,
짱짱,소민,positive,1,,,,,,,,,,,,,,
개존맛,소민,positive,2,,,,,,,,,,,,,,
정말 만족스럽다,소민,positive,1,,,,,,,,,,,,,,
완전 좋다,소민,positive,1,,,,,,,,,,,,,,
완전 강추,소민,positive,2,,,,,,,,,,,,,,
매우 만족,소민,positive,1,,,,,,,,,,,,,,
완전 만족,소민,positive,1,,,,,,,,,,,,,,
진짜 깔끔하다,소민,positive,1,,,,,,,,,,,,,,
완전 만족하다,소민,positive,1,,,,,,,,,,,,,,
진짜 추천,소민,positive,1,,,,,,,,,,,,,,
성공하다,소민,positive,1,,,,,,,,,,,,,,
존맛탱,소민,positive,2,,,,,,,,,,,,,,
너무 추천,소민,positive,1,,,,,,,,,,,,,,
담백하다 좋다,소민,positive,1,,,,,,,,,,,,,,
담백하다 깔끔하다,소민,positive,1,,,,,,,,,,,,,,
매우 만족하다,소민,positive,1,,,,,,,,,,,,,,
너무 맛집,소민,positive,1,,,,,,,,,,,,,,
진짜 강추,소민,positive,2,,,,,,,,,,,,,,
고소하다 부드럽다,소민,positive,1,,,,,,,,,,,,,,
진짜 신선하다,소민,positive,1,,,,,,,,,,,,,,
너무 고소하다,소민,positive,1,,,,,,,,,,,,,,
맛있다 괜찮다,소민,positive,1,,,,,,,,,,,,,,
매우 훌륭하다,소민,positive,2,,,,,,,,,,,,,,
완전 최고,소민,positive,2,,,,,,,,,,,,,,
너무 신선하다,소민,positive,1,,,,,,,,,,,,,,
엄청 신선하다,소민,positive,1,,,,,,,,,,,,,,
너무 정갈하다,소민,positive,1,,,,,,,,,,,,,,
너무 괜찮다,소민,positive,1,,,,,,,,,,,,,,
아쉽다 않다,소민,positive,1,,,,,,,,,,,,,,
매우 부드럽다,소민,positive,1,,,,,,,,,,,,,,
너무 깨끗하다,소민,positive,1,,,,,,,,,,,,,,
기다림 없이,소민,positive,1,,,,,,,,,,,,,,
정말 추천,소민,positive,1,,,,,,,,,,,,,,
진짜 친절하다,소민,positive,1,,,,,,,,,,,,,,
정말 만족하다,소민,positive,1,,,,,,,,,,,,,,
완전 맛집,소민,positive,1,,,,,,,,,,,,,,
엄청 고소하다,소민,positive,1,,,,,,,,,,,,,,
정말 신선하다,소민,positive,1,,,,,,,,,,,,,,
고소하다 좋다,소민,positive,1,,,,,,,,,,,,,,
맛있다 부드럽다,소민,positive,1,,,,,,,,,,,,,,
정말 고소하다,소민,positive,1,,,,,,,,,,,,,,
매우 추천,소민,positive,1,,,,,,,,,,,,,,
추천드립니다,소민,positive,1,,,,,,,,,,,,,,
재방문 예정,소민,positive,2,,,,,,,,,,,,,,
또 갈게요,소민,positive,2,,,,,,,,,,,,,,
아쉽다,소민,negative,-1,,,,,,,,,,,,,,
별로,소민,negative,-1,,,,,,,,,,,,,,
불친절하다,소민,negative,-2,,,,,,,,,,,,,,
늦다,소민,negative,-1,,,,,,,,,,,,,,
최악,소민,negative,-2,,,,,,,,,,,,,,
불편하다,소민,negative,-2,,,,,,,,,,,,,,
