split,platform,store_name,account_id,account_review_count,visit_date,visit_count,review_text,review_length,has_photo,rating,account_avg_rating,trust_score,manual_label,pred_label,trust_reasons,has_generic_praise,generic_count,generic_without_detail,has_number_detail,number_detail_count,first_visit,revisit,account_review_count_is_1,account_review_count_under_5,account_review_count_under_10,account_review_count_over_50,account_review_count_over_100,error_direction,error_type
train,naver,태양곱창 성수점,배고파z,1081,2026-03-17,7.0,곱창 국밥 쵝오,8,1,,,2.5,0,1,short_review:-1 | ultra_short_review:-1 | has_menu:+1.5 | revisit:+1 | account_review_count_over_100:+1.5 | has_photo:+0.5,0,0,0,0,0,0,1,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,naver,금금 성수점,jmy****,5,2026-03-14,1.0,"갈비맛이 찐하게 나는 덮밥과 명란 맛이 나는 부드러운 감자전 맛있엇습니다. 감자전의 소스는 느끼하지 않게 아주 살짝 맵게되어 먹기 좋았습니다. 들기름 막국수도 향이 아주 좋고, 수육은 이벤트로 맛있게 먹었습니다!~ 다음에도 또 방문할 것 같아요",136,1,,,-1.5,1,0,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | account_review_count_under_5:-2 | first_visit:-0.5 | event_word:-2 | has_menu:+1.5 | category_count:+1 | has_detailed_negative:+2 | has_photo:+0.5,1,3,0,0,0,1,0,0,1,1,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,naver,소문난성수감자탕,Soepictoday,355,2026-01-31,2.0,맛이 진하고 양이 많고 맛있는 편이에요. 육수 리필되서 좋고 웨이팅많지만 회전율 좋아서 빨리 빠져요.,56,1,,,5.5,0,1,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | has_menu:+1.5 | category_count:+1 | has_detailed_negative:+2 | revisit:+1 | account_review_count_over_100:+1.5 | has_photo:+0.5,1,2,0,0,0,0,1,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,naver,원조 조박집 본관,eun****,242,2026-01-03,2.0,언제나 한결같이 맛있음.친절도 서비스 아주 좋아요.돼지갈비로는 서울에서 탑3안에 반드시 있음.최상급 굿굿굿,59,0,,,3.0,0,1,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | has_menu:+1.5 | category_count:+1 | revisit:+1 | account_review_count_over_100:+1.5,1,6,0,0,0,0,1,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,naver,금금 성수점,띵하고어지럽네,90,2026-04-07,1.0,오래된 곳인데 이유가 있네요 담백하고 건강한데 밋밋한 맛이 아닌 정갈하고 약간의 msg가 감칠맛을 주네요 수육도 맛있는데 좀 더 두꺼우면 육즙과 식감이 배로 좋아질 것 같습니다:&gt;,103,1,,,1.5,0,1,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | first_visit:-0.5 | has_menu:+1.5 | category_count:+1 | account_review_count_over_50:+1 | has_photo:+0.5,1,2,0,0,0,1,0,0,0,0,1,0,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,kakao,쭌곱창,문동윤,2,2025-12-18,,사장님과 직원분들이 친절하셔서 처음 방문했는데도 편하게 주문하고 즐길 수 있었어요. 곱창이랑 위에 우삼겹 너무 맛있어요 ㅎㅎ,69,1,5.0,5.0,-2.0,1,0,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | account_review_count_under_5:-2 | has_menu:+1.5 | category_count:+1 | has_photo:+0.5 | kakao_5star_short_praise:-1,1,2,0,0,0,0,0,0,1,1,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,kakao,할머니의 레시피,로즈마리,1,2026-04-17,,첫방문. 주인같아 보이는 40대 남자 직원이 두명 좌석을 권해줬으나 좁아서 넓은 자리로 앉겠다고 했더니 다른 사람들도 다 그렇게 앉는다고 자기네는 10년 넘게 그렇게 해왔다고 하길래 그건좀 개선해야 할것같다고 했더니 그 방침은 바꿀 생각이 없다며 자기 기분 나쁘다고 주문도 안받음. 어이가 없었지만 기왕에 검색해서 멀리에서 찾아온 것이니 식사나 하고 가려고 알바에게 주문 했는데 주인같이 보이는 그 남자분이 다시와서 다른 식당으로 가라고 쫓아냈음. 세상 살다살다 이런 식당은 처음가봄. 내 인생 최악의 식당. 처음간 성수동의 이미지까지 나쁘게 버려놓는 식당임. 식사도 못하고 쫓겨나서 음식이 얼마나 맛있는지 모르겠으나 장사 이전에 서비스의 기본부터 갖추시길!,368,0,1.0,1.0,-2.5,1,0,no_number_detail_with_praise:-1 | account_review_count_is_1:-3 | generic_negative_without_detail:-2 | has_menu:+1.5 | category_count:+2,1,1,0,0,0,0,0,1,1,1,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,kakao,태양곱창 성수점,지혜,2,2025-10-09,,잡내 ○○○ 남 진짜 다 남기고 옴,19,0,1.0,3.0,0.0,0,1,short_review:-1 | account_review_count_under_5:-2 | category_count:+1 | has_detailed_negative:+2,0,0,0,0,0,0,0,0,1,1,0,0,FP: 가짜 리뷰를 실제로 분류,기타 FP 오분류
train,kakao,성수족발,맛집의맛TV,158,2025-10-04,,이게 족발인지….탕후루인지….,16,0,2.0,4.5,2.0,0,1,short_review:-1 | has_menu:+1.5 | account_review_count_over_100:+1.5,0,0,0,0,0,0,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,kakao,능동미나리 성수점,스스,52,2025-08-06,,글쎄올시다~ 감자탕으로 가세요 줄 금방 줄어듬,25,0,3.0,3.4,-2.0,1,0,short_review:-1 | low_information_review:-2 | account_review_count_over_50:+1,0,0,0,0,0,0,0,0,0,0,1,0,FN: 실제 리뷰를 가짜로 분류,메뉴 언급 반영 부족
train,kakao,대성갈비,스톤,124,2025-10-04,,맛있습니다 기본내공 있는집이라 아주 잘먹고왔습니다ㅋㅋ 고기 잘 못굽고 예민한분들은 상성에 잘 안맞을듯해요ㅋㅋ 이모님 간섭을 많이하심,73,1,4.0,3.8,2.5,0,1,no_number_detail_with_praise:-1 | has_menu:+1.5 | account_review_count_over_100:+1.5 | has_photo:+0.5,1,1,0,0,0,0,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,naver,락희옥 마포본점,기하나비,19,2026-02-20,1.0,미쳤어요!!! 쌰갈 사장님이 미쳤어요!!! 배고픈 중생 셋이서 방문했다가 사진 찍는거 깜빡하규 먹다가 찍었습니다 허허 너무 맛있어요 양도 짱많고 너무 친철하십니다. 데이트 친목 모임 전부 하기에 좋습니다! 꼭 방문하세요!!,124,1,,,1.5,0,1,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | first_visit:-0.5 | has_menu:+1.5 | category_count:+2 | has_photo:+0.5,1,3,0,0,0,1,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,naver,소문난성수감자탕,빌리코건1,505,2025-11-09,1.0,"고기가 너무 부드러워서 좋았고, 소스가 맛깔난다. 라면 사리랑 너무 잘 어울리고, 맛이 없을 수 없는 볶음밥으로 마무리 ㅎ 😊🥘🍜🍚🥄",74,1,,,-2.0,1,0,no_number_detail_with_praise:-1 | first_visit_short:-1.5 | generic_negative_without_detail:-2 | has_menu:+1.5 | account_review_count_over_100:+1.5 | has_photo:+0.5 | naver_first_visit_short_praise:-1,1,1,0,0,0,1,0,0,0,0,1,1,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,kakao,능동미나리 성수점,랄라,28,2026-02-27,,별로였어요,5,1,3.0,3.2,0.5,0,1,short_review:-1 | ultra_short_review:-1 | has_detailed_negative:+2 | has_photo:+0.5,0,0,0,0,0,0,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,사진 등 메타데이터 과대 반영
train,kakao,훼미리손칼국수보쌈,뽈이,154,2025-07-11,,맛있지만 •• 비위생적이고 .. 처음 먹었을때의 그 감동이 사라졌어요 ㅜ ㅠ 그치만 가성비집이니깐 .. 노포 느낌으로 흐린눈 할 만 했습니다 •• 위생에 민감하시면 가지 마세용,98,0,3.0,3.4,-1.5,1,0,no_number_detail_with_praise:-1 | generic_negative_without_detail:-2 | account_review_count_over_100:+1.5,1,1,0,0,0,0,0,0,0,0,1,1,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,naver,락희옥 마포본점,lim****,5,2026-02-07,1.0,"와인이나 맥주와 함께 곁들이기에 딱 적당한 음식이 나오고, 와인/맥주 셀렉션도 꽤 다양하고 좋다. 만취하려는 게 아니고 반주로 가볍게 술을 하려거나, 술자리에서 안주로 식사까지 해결하는 데 딱 알맞은 곳. 육전과 김치메밀전병, 그리고 식사메뉴 중에 된장찌개 함께 나오는 부추된장비빔밥과 멍게비빕밥 시켜봤는데 입맛 돈다.",178,1,,,-0.5,1,0,account_review_count_under_5:-2 | first_visit:-0.5 | has_menu:+1.5 | has_photo:+0.5,0,0,0,0,0,1,0,0,1,1,0,0,FN: 실제 리뷰를 가짜로 분류,메뉴 언급 반영 부족
train,kakao,금금 성수점,금독기,46,2025-01-24,,감자전을 꼭 먹어야만,11,1,5.0,4.9,1.0,0,1,short_review:-1 | has_menu:+1.5 | has_photo:+0.5,0,0,0,0,0,0,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,사진 등 메타데이터 과대 반영
train,kakao,대성갈비,12-Dec,232,2026-01-16,,수다떠느라 고기 다태우고있으니까 헐레벌떡오셔서 챙겨주심,30,1,4.0,4.2,3.5,0,1,has_menu:+1.5 | account_review_count_over_100:+1.5 | has_photo:+0.5,0,0,0,0,0,0,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,kakao,태양곱창 성수점,미춌나봐!,103,2025-06-20,,별로핑 ㅠㅠㅠㅠ전골먹으러 함 가보고싶 볶음밥별로핑 치즈추가 존막핑,36,1,1.0,3.9,3.5,0,1,has_menu:+1.5 | account_review_count_over_100:+1.5 | has_photo:+0.5,0,0,0,0,0,0,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,kakao,홍대 조선시대,이소민,11,2026-05-01,,분위기 좋고 데이트하기 너무 좋아요👍👍부대찌개도 푸짐하고 너무 맛있었어요ㅎㅎㅎ,43,1,5.0,5.0,1.0,0,1,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | has_menu:+1.5 | category_count:+2 | has_photo:+0.5 | kakao_5star_short_praise:-1,1,2,0,0,0,0,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,kakao,성수족발,폭식주의보,664,2026-02-07,,"친절 주차불가 (오래전 처음먹고, 우와~ 하던맛은 아님)",31,0,4.0,4.2,3.0,0,1,no_number_detail_with_praise:-1 | has_menu:+1.5 | category_count:+1 | account_review_count_over_100:+1.5,1,1,0,0,0,0,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,naver,마포양지설렁탕,대흥로,2860,2025-11-22,3.0,"오랫만에 이용했는데, 여전히 손님 많네요. 잘 먹었습니다",31,1,,,4.5,0,1,has_menu:+1.5 | revisit:+1 | account_review_count_over_100:+1.5 | has_photo:+0.5,0,0,0,0,0,0,1,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,naver,금금 성수점,ddessr,25,2026-04-03,1.0,"와… 여기 진짜 미쳤어요;; 그냥 배 채우려고 들어왔는데 인생 맛집 발견한 기분…🤤 한입 먹자마자 ‘아 여기 찐이다’ 싶어서 계속 감탄하면서 먹었어요ㅋㅋ 음식 하나하나 정성 들어간 게 느껴지고 간도 완전 딱 맞아서 멈출 수가 없음…✨ 무엇보다 사장님 센스가 장난 아니세요ㅠㅠ 응대도 너무 기분 좋게 해주시고 세심하게 챙겨주셔서 먹는 내내 행복했어요🥹 분위기도 아늑하고 깔끔해서 그냥 앉아있는 것만으로도 힐링되는 느낌…💛 맛, 서비스, 분위기까지 완벽한 곳이라 재방문 100% 확정입니다🔥 다음엔 친구들 데리고 또 올게요!!",292,1,,,5.5,0,1,no_number_detail_with_praise:-1 | first_visit:-0.5 | has_menu:+1.5 | category_count:+3 | has_detailed_negative:+2 | has_photo:+0.5,1,1,0,0,0,1,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,naver,원조 조박집 본관,프로필설정어려워요,1089,2025-12-10,3.0,맛있어서 종종 가는데 지난번보다 가격이 오른것같네요.,29,1,,,1.0,0,1,short_review:-1 | short_generic_review:-2 | no_number_detail_with_praise:-1 | has_detailed_negative:+2 | revisit:+1 | account_review_count_over_100:+1.5 | has_photo:+0.5,1,1,0,0,0,0,1,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,kakao,소문난성수감자탕,유종애미,193,2025-03-14,,"딱히 특색 없는 맛+도떼기시장(정신 하나도 없음) 멀리서 굳이 갈 필요 없습니다. 마포구에서 여기까지 가본 후로, 감자탕 땡기는 날에 저는 동네 조마루 갑니다.",89,0,3.0,3.7,-2.5,1,0,generic_without_detail:-3 | no_number_detail_with_praise:-1 | account_review_count_over_100:+1.5,1,1,1,0,0,0,0,0,0,0,1,1,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,naver,금금 성수점,오비780,1088,2026-02-24,1.0,웨이팅은 평일 오후2시쯤 웨이팅 10분정도햇어요 테이블은 7개정도잇구 음식이 깔끔하고 맛잇어요! ^ㅠ^ 양념으로 밥도 비벼먹을수잇어서 좋앗어용 😝,81,1,,,8.5,0,1,first_visit:-0.5 | category_count:+3 | has_number_detail:+2 | has_detailed_negative:+2 | account_review_count_over_100:+1.5 | has_photo:+0.5,1,1,0,1,3,1,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,숫자 정보 과대 반영
train,naver,금금 성수점,슬741,26,2026-02-09,1.0,음식이 다 맛있어요. 4명이라 예약하고갔는데 자리가 넓어서 좋았어요. 메뉴가 다 중복되는 맛이아니라 여러개를즐길수있어좋네요,68,1,,,1.0,0,1,strong_generic_praise:-1 | first_visit_short:-1.5 | category_count:+2 | has_number_detail:+2 | has_photo:+0.5 | naver_first_visit_short_praise:-1,1,3,0,1,1,1,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,숫자 정보 과대 반영
train,naver,일등식당,디노빠샤,903,2026-03-06,1.0,재재재방문입니다... 웨이팅 열기가 좀 사그라져서 다행입니다.하하 암때나 편하게와서 먹을수있음 좋겠어요.. 유투버들 그만오세요....ㅎㅎㅎㅎ,78,1,,,3.5,0,1,first_visit_short:-1.5 | category_count:+1 | has_detailed_negative:+2 | account_review_count_over_100:+1.5 | has_photo:+0.5,0,0,0,0,0,1,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,방문 맥락 표현 과대 반영
train,kakao,보끔당 성수점,포요요,1,2026-02-25,,묵은지순살 맛있었는데 묵은지가 생각보다 꽤 셔요 ㅜ 일반을 더 추천드립니다 🥰🥰 #보끔당 #보끔당닭볶음탕 #보끔당성수,65,1,5.0,5.0,-6.5,1,0,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | account_review_count_is_1:-3 | has_photo:+0.5 | kakao_5star_short_praise:-1 | kakao_high_avg_short_low_specificity:-1,1,2,0,0,0,0,0,1,1,1,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,kakao,옥동식 서교점,Bai,2,2026-01-26,,"Don't misunderstand me, i leave one star review just because the worst review im able to leave is one star. The whole setting and the service are not bad honestly, so don't take it personal, it's really not about service, the guy was really nice to me and answered us very fast, HOWEVER, Among all those restaurants, i've been to in Korea, i've never seen a thing like this, no taste at all, the whole thing(soup n sauce) just doesn't match, the rice was too chewy, It even covers all the flavor from the soup, by the way the soup have no flavor at all, all the flavor came from the pork elbow's grace, and the sauce came along is either way covers everything or barely nothing. So i highly recommend you not to go, not worth the waiting, not worth the money. As a foreigner, i have to download and register kakao for this whole thing. I had it enough. I rather give the service guy 50,000 to let him choose where to eat for lunch, i guarantee you he won't choose this place.",975,1,1.0,3.0,-1.5,1,0,account_review_count_under_5:-2 | has_photo:+0.5,0,0,0,0,0,0,0,0,1,1,0,0,FN: 실제 리뷰를 가짜로 분류,사진 등 메타데이터 반영 부족
train,kakao,태양곱창 성수점,플러스,1,2025-03-05,,성수역 곱창 맛집을 드디어 찾았어요!!잡내도 없고 사이드로 시킨 치즈감자전도 맛있어요ㅠ곱창이 넘 맛있어서 추천드리는 맛집입니다!!,72,0,5.0,5.0,-3.5,1,0,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | account_review_count_is_1:-3 | has_menu:+1.5 | category_count:+1 | kakao_5star_short_praise:-1,1,5,0,0,0,0,0,1,1,1,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,naver,금금 성수점,민티블,18,2026-02-25,1.0,친구들이랑 성수에서 한식 먹고싶어서 갔는데 특이한 메뉴들도 많고 가격도 괜찮아서 좋았어요! 면 종류 두가지랑 양배추쌈밥 시켰는데 국수 면도 쫄깃하고 맛있고 쌈밥은 같이 간 친구들 다 맛있다고 해서 데려오길 잘했네요. 다음에 또 가보려구요!,133,1,,,3.5,0,1,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | first_visit:-0.5 | has_menu:+1.5 | category_count:+2 | has_detailed_negative:+2 | has_photo:+0.5,1,3,0,0,0,1,0,0,0,0,0,0,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,naver,할머니의 레시피,프림둘설탕둘,445,2025-04-16,1.0,분위기 좋아요😊 사람이 많아 약간 소음은 있지만 기다림에 가치 있는 맛집이에요! 가자미 구이 맛집이네요 요기 ❤️ 밥도 윤끼가 짜르르 ~ 호박죽은 식었지만 맛있어서 리필하고 싶었네요 ㅋㅋㅋ,105,1,,,3.5,0,1,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | first_visit:-0.5 | category_count:+2 | has_detailed_negative:+2 | account_review_count_over_100:+1.5 | has_photo:+0.5,1,4,0,0,0,1,0,0,0,0,1,1,FP: 가짜 리뷰를 실제로 분류,메뉴 언급 과대 반영
train,naver,쭌곱창,22931,7,2026-04-25,1.0,고기에 불향이 입혀져있어서 너무 맛있습니다~ 오뎅탕도 맛있어요🤤,35,1,,,-3.5,1,0,strong_generic_praise:-1 | no_number_detail_with_praise:-1 | account_review_count_under_10:-1 | first_visit_short:-1.5 | has_menu:+1.5 | has_photo:+0.5 | naver_first_visit_short_praise:-1,1,2,0,0,0,1,0,0,0,1,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,kakao,성수족발,맛잘알랄렐로,48,2025-08-05,,음 맛잇을때가 잇고 그저그럴때가 있는듯? 평소엔 걍 존맛 입에서 살살녹아요; 여기꺼 먹으면 딴데꺼 못먹어요..그렇게 되고 싶으면 먹으세요.. 글고 돼지털도 잇어요 혹시 예민한 사람이면 싫어할듯,107,1,5.0,4.1,-4.5,1,0,strong_generic_praise:-1 | generic_without_detail:-3 | no_number_detail_with_praise:-1 | has_photo:+0.5,1,2,1,0,0,0,0,0,0,0,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,naver,금금 성수점,위르13,10,2026-04-10,1.0,색다른 메뉴에 익숙한 메뉴라도 아는 맛을 뛰어넘는 맛입니다. 넘 맛있습니다. 보리된장국수는 계속 생각날 것 같아요.,64,1,,,-6.0,1,0,generic_without_detail:-3 | no_number_detail_with_praise:-1 | first_visit_short:-1.5 | has_photo:+0.5 | naver_first_visit_short_praise:-1,1,1,1,0,0,1,0,0,0,0,0,0,FN: 실제 리뷰를 가짜로 분류,일반적 칭찬 표현으로 인한 오분류
train,kakao,소문난성수감자탕,최악만리뷰씀,4,2025-04-01,,일단 맛이 없음 양은 많음 불청결 불친절 바쁘지도 않은시간에 조선족 아줌마들 싸갈쓰가 바갈쓰에요~ 줄서서 갈집은 아닌듯 전반적인 평점 1점이 적당.,82,1,1.0,1.0,3.0,0,1,no_number_detail_with_praise:-1 | account_review_count_under_5:-2 | has_menu:+1.5 | category_count:+2 | has_detailed_negative:+2 | has_photo:+0.5,1,1,0,0,0,0,0,0,1,1,0,0,FP: 가짜 리뷰를 실제로 분류,사진 등 메타데이터 과대 반영
