platform,store_name,account_id,account_review_count,visit_date,visit_count,verification_method,review_text,review_length,has_photo,rating,account_avg_rating,reviewer_level,manual_label
naver,각시보쌈,맛도리아저씨,1909,2026-04-04,,영수증,이조보쌈과 비교하면 각시보쌈은 항정 부위가 좀 더 많아서 좋았습니다. 맛있는 합정 근처 보쌈집입니다.,56,1,,,,1
naver,각시보쌈,dorigoguma,14,2026-03-28,,영수증,너무 맛잇고 가성비가 쩔어요 김치가 예술입니다ㅜㅜ,27,1,,,,0
naver,각시보쌈,박소윤이,2695,2026-03-28,,영수증,"항정살 보쌈, 가성비도 맛도 좋아요!🐷",21,1,,,,0
naver,각시보쌈,은은한날,267,2026-03-26,,영수증,가성비 대박 현지인 추천맛집이라 갔는데 왜 줄서는지 바로 알겠더라구여!ㅋㅋ,41,1,,,,0
naver,각시보쌈,먹녀사,707,2026-03-18,,예약,가성비 좋은 맛집이에요옹 💗 잘 먹었습니다,23,1,,,,0
naver,각시보쌈,zi****,1068,2026-03-16,,영수증,"맛좋은 각시보쌈 부위가 앞다리 또는 뒷다리가 아닌 항정살부위인듯... 맛 좋습니다. 상추와 김치, 절임배추는 추가금액이 붇는듯 하지만 무말랭이는 추가금없이 더 주시네요~ 반반보쌈 33,000원",107,1,,,,1
naver,각시보쌈,쿠루루큭큭,755,2026-03-15,,,"오픈런해서 먹음, 근데 너무 불친절하고 양도 적음 메뉴도 헷갈리셔서 시키지도 않은게 나오고.. 그랬음 다른 매장은 보쌈시키면 서비스로 막국수가 나오는데 여긴 더 비싸면서 불친절하기만 함",103,1,,,,1
naver,각시보쌈,해피바이러스4149,3,2026-03-15,,영수증,"전엔 이러지 않았는데 서비스 너무 엉망입니다. 다신 안갑니다. 1) 벨이 없는 것까진 이해하나, 적어도 부르고 알겠다고 했음 와야하는 거 아닌가요? 결국 직접 가서 요청했습니다. 그리고 직원분 하는 말 들었는데 ""아 포장해달래?""라고 하시더군요. 그럼 저희가 부른 걸 인지하고 있었다는 건데 왜 그리 행동 하세요? 2) 전에는 콩나물국 리필하면 콩나물까지 다시 떠서 갔다 줬는데 오늘은 달라고 하니 그냥 주전자 가지고 와서 국물만 왕창 리필(한번 리필했습니다) 3) 남은 거 포장 요청하니 앞에서 장갑 끼고 막고 그리고 상식적으로 손님 포장해줄 용기를 본인 앞치마에 대고 있음 어떡합니다? 여긴 직원들 위생 교육도 안시키나요? 숟가락 젓가락엔 뭐가 많이 묻어있던데 세척한 거 맞나요? 안묻어있는거 찾는라 힘들었음",398,1,,,,1
naver,각시보쌈,x괴도감자x,559,2026-03-10,,영수증,포장해서만 먹다가 드디어 점심에 방문해서 정식을 먹어봤습니다. 정말 가성비 짱!!!! 수육은 당연히 맛있구요. 김치찌개도 넘 맛있어요. 김치찌개만 있어도 공기밥 뚝딱인데 수육까지ㅠㅠ 너무 맛있어서 감동입니다. 잘먹었어요. 와이프가 또 오자고 하네요ㅎㅎㅎ,141,1,,,,1
naver,각시보쌈,나비 처럼 날아,1408,2026-03-10,,영수증,"적당한 식감의 맛과 퀄리티를 모두 갖춘 가브리살 보쌈정식은 웨이팅도 기꺼이 감내하는 최고의 가성비를 뽐낸다. □ 보쌈정식 인당 10,500원 ■ 주차불가",85,1,,,,1
naver,각시보쌈,눈먼지,54,2026-03-10,,영수증,평일 점심에 사람 많은데 회전율 빨라서 대기 10분 정도,31,1,,,,0
naver,각시보쌈,노을hairdreaming,716,2026-03-05,,영수증,비오면 막걸리죠~,9,1,,,,0
naver,각시보쌈,SHu,54,2026-02-28,,영수증,4시 30분까지 브레이크 타임이라 4시부터 줄서서 '첫 번째'로 대기하고 있었는데 입장해서 제일 구석으로 안내받고 나머지 뒤에 있던 사람들도 우루루 들어오더니 저희부터 주문 받지도 않고 '20번째'에 있던 사람이 가운데 젤 보이는 데 앉아있으니까 서빙 아주머니가 거기부터가서 주문받고 음식도 그 사람꺼가 제일 먼저 나오고 저희는 반찬도 안나오고 주문받고도 한참동안 음식 먹지도 못했습니다. 무슨 대기줄은 왜 서는 거고? 20번째 들어온 사람은 먼저 먹고..음식 먹는 게 무슨 운빨인가요? 20번째 사람이 먼저 불러서 거기로 먼저 갔다고 하시는데 이게 무슨 희한한 시스템입니까? 주문 받던 아줌마는 궁시렁대고....너무 기분 나빠서 음식이고 뭐고 다 먹기 싫어졌어요. 시스템부터 다시 잡고 장사 해야할거 같네요.,397,0,,,,1
naver,각시보쌈,연샤미,1677,2026-02-28,,영수증,두명이서 소자 충분하고 공깃밥시키면 김치찌개도 나와요~ 술안주로 딱입니다ㅎㅎ,42,1,,,,0
naver,각시보쌈,빵마시써,195,2026-02-24,,영수증,아웅 굿굿 … ^^ 🤙🏻👍🏻 개마싯어요 ㄹㅇ,24,1,,,,0
naver,각시보쌈,백수인,1607,2026-02-23,,영수증,전 보쌈을 즐기는 사람이 아닙니다만...비 공식 기록상 이집 거의 30번 정도는 오지 않았을까 싶습니다,57,1,,,,0
naver,각시보쌈,sumt****,18,2026-02-21,,영수증,주말에 저녁시간 웨이팅 40분 정도 했고 음식은 빨리 나왔어요 맛있게 먹었습니다! ☺️,48,1,,,,0
naver,각시보쌈,캡틴화니,1257,2026-02-21,,예약,맛있어요 친절해요 가성비 좋아요 굿굿굿,21,1,,,,0
naver,각시보쌈,백수인,1607,2026-02-12,,영수증,아내가 보쌈을 좋아해서 지금까지 이 집만 20번 이상 왔습니다. 근데 돌아서서 생각해 보니 저는 보쌈을 좋아하는 사람도 아니고 인생에서 혼자 자발적으로 보쌈을 사 먹은 적이 없습니다. 그리고 오늘 알게 된 사실인데 아들까지 보쌈을 좋아했었네요. 비상입니다 비상,145,1,,,,1
naver,각시보쌈,joann0,31,2026-02-11,,영수증,"음식맛은 보통 이상이었지만, 점심때 손님이 워낙 많아 매장이 혼잡하고 종업원들이 넘쳐나는 뒷정리에 멘탈이 나갔는지 궁시렁 거리고 투덜대고 신경질적으로 식탁정리 하길래, 손님이 옆에서 식사중인데 더무한것 아니냐고 한마디 쏴붙였더니 죄송합니다라고 사과는 하는데...이미 밥맛 입맛 다 떨어지고 분위기만 망쳤음. 계산할때 컴플레인 했더니 사과는 하시는데...글세....이런 환경속에서 개선이 될런지는 확신이 안서네요. 다시 가라면 망설일것 같아요. 이정도 맛집은 흔하니까요.",262,0,,,,1
naver,굴다리식당,wjddmlfhdns,11,2026-04-16,,영수증,"김치 반찬에서 머리카락 나왔음. 일하는 아주머니 손으로 접시, 행주, 돈, 반찬 다 만짐. 위생이 너무 불결해서 추천 못함. 양은 김치찌개, 계란말이, 제육볶음 다 푸짐함. 하지만 위생 때문에 다 남김.",113,0,,,,1
naver,굴다리식당,Clara75,235,2026-04-15,,영수증,시큼하고 푹 익은 묵은지 김치찌개 스타일. 할머니가 해주신 집밥 같아서 잘 먹었어요. 반찬도 다양하고 밸런스 굿. 다만 호불호 있을 듯.,76,1,,,,1
naver,굴다리식당,CnLMJ,1832,2026-04-15,,영수증,김치찌개와 제육볶음 맛집으로 인기있는 식당입니다,26,1,,,,1
naver,굴다리식당,cnlm****,151,2026-04-15,,영수증,노포식당에 손님들이 많아요,14,1,,,,0
naver,굴다리식당,쑤기116,95,2026-04-09,,예약,김치찌개 계란말이 제육볶음 두명이 먹기엔 양이 많았는데 다 묵었어요 ㅋ 임영웅 사인 ㅎㅎ,49,1,,,,1
naver,굴다리식당,bestibest,560,2026-04-08,,영수증,음식이 맛있고 사장님이랑 직원분들이 친절합니다.,26,1,,,,0
naver,굴다리식당,hahayjl,538,2026-04-02,,영수증,"여기 근처에 살았을 때도 유명하다고 나왔던 식당인데 혼자 갈 시간이 없어서 못갔고 서울에 들릴 일이 있어서 한번 가봤어요 김치찌개 한 그릇과 제육볶음 한 그릇 주문하려고 했는데 일단 제육볶음 한 그릇 먼저 주문했어요😄 기본상으로 김치찌개가 나와서 안 시키길 잘했다 싶었지 뭐예요? 😆😁 제육볶음은 엄청 짭짤하고 고기도 두꺼웠어요 이러한 제육볶음은 처음 먹어봤네요 양념 소스가 엄청 짠데도 뭔가 중독성 있는 맛이에요🤣😂😋 기본 반찬으로 매콤어묵과 계란말이가 나와서 너무 든든했고,그리고 기본상으로 김도 같이 나왔는데 손님이 먹었던 김그릇에 리필을 하는 건지 손님이 나가고 나오면 새 것으로 갈아주는 건지 그것은 모르겠더라고요 먹으면서도 찝찝했고 여쭤보고 싶었으나 직원분들이 나이 있으신 분들이라 꾹참고 먹었어요😭",397,1,,,,1
naver,굴다리식당,ryo****,115,2026-04-01,,영수증,이렇게 불쾌하긴 처음입니다. 몇 년 째 다니는 집이고 여행 갔다올 때 마다 첫 집으로 들르는 집인데 오늘 주문 받으시는 직원분의 불친절함에 다시 가고 싶지 않은 곳이 됐네요. 주문 할 때 부터 인상 쓰면서 주문 막 이렇게 저렇게 하라 하고 이제까지 먹은 것 중에 양도 제일 적고 늘 먹던 1인분 양을 2인분이라 하고 3인분엔 찌개 국물도 없고 마지막엔 결제까지 자기 마음대로 하네요. 사장님이 많이 먹었다고 밥 추가 한 건 서비스 하시겠다는데 왜 마음대로 카드를 긁나요? 어이가 없네요. 이제까지 다니면서 늘 맛있게 기분 좋았는데 이런 직원 있는 곳에 다시 올 만큼은 아닙니다. 단골 많다고 불친절해도 된다고 생각하지 마세요. 본인이 잘했다고 생각하지 마시구요.,370,0,,,,1
naver,굴다리식당,건방진오리,2905,2026-04-01,,영수증,투박 큼직하면서 두툼한 고기가 들어있는 제육볶음에 칼칼 시원한 김치찌개 맛있어요~,45,1,,,,0
naver,굴다리식당,라일락라일락라일락,108,2026-04-01,,예약,"추억의 맛이 그리워 20년만에 왔는데, 김치찌개는 지극히 평범했고 제육볶음은 고기가 너무 딱딱했고 계란말이는 밍밍했다 너무 기대가 컸었나 내 입맛이 변한건가.. 아쉽다.",94,1,,,,1
naver,굴다리식당,팡댕이,95,2026-03-29,,예약,"제육..?은 돼지찜 같은데 맛있었어요. 다만, 양념에 있는 덩어리들은 핏물이 익은건지 모르겠어요.. 계란말이는 너무 기름져요.. 그리고 2명에서 먹기엔 너무 양이 많고 비싸요. 김치찌개는 맛있긴한데 그냥 김치찌개였어요.. 다음에 같은 가격 주고 오기에는 고민되는 부분이네요..",154,1,,,,1
naver,굴다리식당,오늘의 TMI,1079,2026-03-16,,영수증,몇년전에 왔을땐 김치찌개가 너무 맛있었던것같은데 그때 그맛이였나? 가물가물ㅋㅋ 신김치맛 기억될것같네요ㅋ 계란말이가 2개?정도 반찬 맛보기로 나오는데 다 맛보고싶어 다시켰고 찌개 랑 밥도 한번씩 더 달라고 하니 많이주셔서 잘먹었어요. 사장님이 연세가 있으셔도 몇년이 지난 지금도 나와서 계시던데 앉아서 꾸벅 주무시는 모습에 마음이 좀,185,1,,,,1
naver,굴다리식당,연몽하다,206,2026-03-11,,영수증,공덕역에서 김치찌개+제육볶음+계란말이 조합으로 이른 저녁 먹었습니당... 식당은 노포 느낌이 물씬 나더라구요.. 벽에 붙은 싸인들이 유명인들이 많이 왔다갔다는 걸 보여주는듯 하네용..ㅋㅋ 고기가 엄청 커서 완전 제 취향.. 잘라먹을 수 있게 가위도 주시더라구요 ㅋㅋ 계란말이도 부드럽고 맛나고 김치찌개도 호불호 없을 맛이었습니다^^ 제가 찍은 영상도 공유해요!! 마포 굴다리식당 쇼츠영상^^ https://youtube.com/shorts/J4BVOqTMOvQ?si=atXoiGtRk2GwQwX4,277,1,,,,1
naver,굴다리식당,SKY8888,1768,2026-03-08,,영수증,맛있어요! 칼칼하니 좋아요! 계란말이와 김치찌개와 제육볶음의 조화가 넘 좋아요!!!,46,1,,,,1
naver,굴다리식당,메론 마스크 마카롱,134,2026-03-08,,영수증,"김치찌개 4인 40,000원 계란말이 10,0000원 가격 대비 괜찮은 음식점이에요 김치찌개가 깔끔해서 밥 한공기 뚝딱 비웠어요 돼지고기는 잡내가 조금 나긴 했지만 콩나물 아삭하니 맛있었어요",106,1,,,,1
naver,굴다리식당,H3RSH3Y,307,2026-02-28,,예약,좋아하는 공덕 맛집,10,1,,,,0
naver,굴다리식당,whatt75,111,2026-02-24,,영수증,"공덕에서 술벗과의 접선을 하기 전, 막걸리로 입가심하면서 만남을 기다린 곳 김치찌개, 제육볶음 그리고 계란말이 수 많은 선택지에 결정이 어려운 분들에게 고민을 줄여주는 이 곳 마감직전에 가서 오래 머무르지 못해 재방문할 곳",124,1,,,,1
naver,굴다리식당,songkc2120,2874,2026-02-20,,,굿,1,1,,,,0
naver,굴다리식당,쩝쩝왕비,1777,2026-02-20,,영수증,,0,1,,,,0
naver,굴다리식당,펀드매니저 문견후,592,2026-02-16,,영수증,이원일홍석천보고 간 곳 김치찌게는 맛나고 제육은 그 날의 고기에 따라 달라질듯?😁,45,1,,,,0
naver,굴다리식당,shi****,21,2026-02-11,,영수증,"화장실 앞쪽 좌석을 안내받았습니다. 옆테이블에서는 수저 정리를 소리지르시며 시끄럽게 하시길래 그런가보다 하고 넘어갔지만, 식사가 나오고 얼마 안돼, 화장실청소를 시작하시더군요. 문도 닫지 않으시고 락스를 사용하시면서요. 향락스나 마일드한 락스냄새도 아닌 나프탈렌보다 강한 락스냄새였습니다. 문을 닫아줄 것을 요청했으나 들은척도 하지 않으셨고 결국 저희는 식사를 모두 남기고 나왔습니다. 노포의 친절이나 위생을 감안한다 하여도 이건 유해한 환경이었습니다. 미안한 기색 없이 식사금액을 받으시던 사장님 모습도 인상깊었습니다.",291,1,,,,1
naver,굴다리식당,도됴잉,325,2026-02-08,,영수증,향신료없는 건강한맛🫶🏻🌱🌱 진정한 한국인의 밥상 추천해요! 왕할머님이 주인장이신듯 친절하고 좋아여!👏🏻👏🏻,59,1,,,,0
naver,굴다리식당,이쁜언니98,1882,2026-02-01,,영수증,골고루 시켜먹어도 양이 많아요,16,0,,,,0
naver,굴다리식당,모취,53,2026-01-29,,영수증,"찌개나 양념 맛은 좋은데 고기가 너무 질겨요.. 사장님과 직원들 모두 불친절하고 좌석도 불편합니다. 반찬 놓는 거 대놓고 같이 하자고 말하고, 밑반찬도 안 챙겨주고. 기대가 너무 높았어요.",105,0,,,,1
naver,굴다리식당,세도나의 마리포사,641,2026-01-25,,영수증,마포 노포 맛집 가성비 좋아요. 다 못먹었지만 양이 엄청 푸짐하네요.,38,1,,,,0
naver,굴다리식당,소심한먹보,49,2026-01-24,,영수증,2인 가면 3종 세트 국룰인가봐여,18,1,,,,0
naver,굴다리식당,깜food,466,2026-01-23,,영수증,50년 넘게 운영중인 본점과 아드님이 운영하시는 근처 별관까지 있는 마포공덕 대표 노포지요 저는 이번엔 본점다녀왔습니다 김치찌개와 제육볶음 계란말이 메뉴가 있고 전반적으로 집밥 스타일이에요 제육은 큼지막하고 달지않아서 좋구여 김치찌개는 한 3일은 푸욱 끓인 맛으로 김치 쫘악 찢어서 밑반찬으로 나오는 조미김이랑 싸먹으면 크흐.. 마포공덕 집밥생각 날때 꼭 한번 다녀오세요 :),210,1,,,,1
naver,굴다리식당,zbzusbjz,883,2026-01-19,,영수증,이걸 만원 주고 왜 먹는지…? 특별한맛 없는데,25,1,,,,0
naver,굴다리식당,세계로5,475,2026-01-19,,영수증,"김치찌개랑 제육볶음, 계란말이 3종 세트입니다. 주차는 근처 경보주차장 이용했습니다.",47,1,,,,1
naver,굴다리식당,말랑8383,76,2026-01-18,,영수증,홍석천이 원일 형님 채널 보고 꽃혀서 바로 와이프와 찾아 갔는데 주변에 유료 주차를 해야 되는 단점을 제외하고는 우리 부부가 좋아하는 김치찌개 와 제육볶음 계란말이 스타일이라 만족스러운 한끼였습니다 아침 여덟 시부터 밤 열 시까지 라는 매력적인 운영 시간이 아주 장점 입니다 포장도 가능합니다 인근 주차장은 30분의 2000원 십 분당 1000원 정도에 주차비라 조금 아쉽지만 지역 특성상 주차 할 곳이 있는 것만 해도 다행스럽 습니다,243,1,,,,1
naver,굴다리식당,samsung,19,2026-01-17,,예약,회사 동료들이랑 어쩔 수 없이 몇번 가긴 했는데 이젠 진짜 참을수가 없다. 노포라는 허울좋은 이름 아래 이런 무근본 음식을 내놓는 집은 정말 가고 싶지 않다. 찌개에 설탕을 들이부었는지 이젠 기분나쁜 단맛까지 폭발하네. 다신 가고 싶지도 않고 이런 집을 무려 한국의 맛이라고 부르고 싶지도 않다. 진짜 실력없는 집.,176,0,,,,1
naver,굴다리식당,M0카,203,2026-01-16,,예약,항상 맛잇게먹는곳ㅎ 가끔생각나는ㅎ,18,1,,,,0
naver,굴다리식당,julia211021,41,2025-12-29,,영수증,술안주인 것 같아요. 맛있지만 집밥느낌은 아니예요.,28,0,,,,0
naver,굴다리식당,보타니엘,389,2025-12-27,,영수증,엄청난 네이버 리뷰에 이끌려서 방문! 들어가자 반겨주는 식탁위의 바퀴벌레! 썩 질좋은 돼지고기가 아니였고 얼큰 매콤한 김치찌개를 기대했지만 달달한 음식 간이 아쉬웠어요. 밑반찬 콩나물과 김은 맛있었습니다 : ) 외국인들이 많이 찾는 식당. Why? 이모님들은 너무 친절하셨고 유명하신 분들도 많이 다녀가신 식당. 내 입에는 안맞았던 걸로...,191,1,,,,1
naver,굴다리식당,ela****,4695,2025-12-17,,예약,좋아요,3,1,,,,0
naver,굴다리식당,heyroo,16,2025-12-08,,예약,"계란말이는 크고 맛있어요! 집밥 먹는 느낌이지만 제 입맛에는 잘 맞지 않아서 아쉬웠습니다. 특히 고기가..퍽퍽한 살코기, 질긴 지방, 냄새 때문에 먹기 힘들었습니다.. 고기 질만 신경 쓰면 더 맛있을 것 같아요",117,1,,,,1
naver,굴다리식당,H3RSH3Y,307,2025-12-01,,예약,공덕동 맛집 ㅎㅎ 잘먹었슴다,15,1,,,,0
naver,굴다리식당,lmj****,22,2025-11-27,,영수증,유명하다해서 처음으로 방문했는데 김치찌개 하나 제육볶음 하나 시켰는데 주문받으시는분이 당연하게 계란말이는 안시키냐고 하시고 2명이었는데 마치 3개를 시켜야하는것처럼.. 두개만 시켰는데 김치찌개가 나와서 먹고있다가 보니 고기가 한점 없더라고요 이상해서 물어봤더니 직접 퍼 주신 분이 3점 넣었다며 줬는데 안 먹었다고 하면 어쩌냐네요. 설마 먹었는데 안줬다고 할까요 게다가 줬어도 3점이 많이 준건가봐요 순식간에 몰아가는 사람 만들어서 불쾌했습니다. 그리고 제육 너무 달고 고기 질김. 고기 한점 없는 김치찌개가 만원입니다~,291,1,,,,1
naver,굴다리식당,아는맛이더무서움,562,2025-11-25,,영수증,"불호후기가 많아서 걱정했는데, 노포가 가지는 한계려니 하고 용기내서 들어가봤다. 푹익어서 쫙쫙 찢어지는 신김치는 내가 정말 좋아하는 스타일. 그리고 평소에도 김찌의 돼지고기는 육수용으로 취급하기 때문에 비계가 거의 다인 돼지고기도 아무렇지 않았다. 들어가고 나올때 할머니들이 인사도 잘 해주시고. 걱정한것치곤 한끼 잘 먹고 나옴.",184,1,,,,1
naver,굴다리식당,선넘네90,437,2025-11-23,,영수증,정겹고 토속적인 곳. 이 반찬도 잘 나오고 김도 주셔요. 김치찌개 제육볶음 다 맛있습니다,49,1,,,,0
naver,굴다리식당,Kangbeen,699,2025-11-21,,영수증,만원에 한 상 가득 백반이ㅠㅠㅠ,17,1,,,,0
naver,굴다리식당,마이콝둘리,4,2025-11-14,,영수증,"처음 들어가자마자 다른 테이블에 손님이 없었고 제육 4개를 시키려했는데 서빙하시는 분이 제육2, 김치찌개2 이렇게 얘기를 해서 그렇게 달라고 했고 먹어보니 제육은 고기에서 누린내, 비계덩어리가 크고 맛이 별로 였으며, 김치찌개 또한 양이 거의 1인분에 가까웠고 계란말이가 나와서 서비스인줄알고 먹고 계산 하고 나가는데 계란말이를 시켯다고 계산을 하라고 하길래 안시켰고 서비스로 주신건줄 알고 다 먹었다고 하니 분명 저희네게 말이 하나요라는 말을 들었다고 하셔서 저희가 절대 시킨적 없다고 했으나 본인들은 그렇게 들었다고 하셔서 어쩔수 없이 계산 하고 나왔습니다.. 진짜 안시켰는데 ...그리고 누가 계란말이를 말이라고 주문을 하나요.... 아무튼 다신 안갑니다.. 그나저나 밑반찬은 먹을만 했습니다...",393,0,,,,1
naver,굴다리식당,리얼규규,1444,2025-11-12,,영수증,굴다리 식당 3종세트 ! 큼직하게 잘려 투박한 모양의 고기가 특징 푹 끓인 김치맛이 좋고 고기에 비계가 붙어있어 개인적으로 좋았다 제육양념은 자꾸 손이가는 중독적인 맛 야채없이 고기만 있어 오히려 좋아(?) 계란말이는 퐁실하며 슴슴해서 호불호가 없을 것 같다 간단해 보이지만 알찬 굴다리식당 맛있게 잘 먹고 갑니다,175,1,,,,1
naver,굴다리식당,Museegong Louis 무쇠공,344,2025-10-31,,영수증,"점심시간마다 줄이 끊이지 않는 이유가 있다. 묵은지의 깊은 맛, 돼지고기의 고소함, 칼칼한 국물까지 — 한 숟갈 뜨면 입안 가득 퍼지는 집밥 같은 위로. 반찬으로 나오는 계란말이도 포슬포슬해서 밥도둑이다. 공덕에서 진짜 제대로 된 김치찌개 찾는다면, 이 집은 고민할 필요가 없다.",156,1,,,,1
naver,굴다리식당,늘기쁨1515,1168,2025-10-27,,영수증,여기가지마세요 3명갓더니ㅡ서빙이모가ㅡ이렇게시키면되요 해서ㅡ네햇더니ㅡ4인분시켜준거있죠 찌게2 제육 1 계란말이 만윈인데ㅡ 세트도아니고 ㅡ한개씩준것도이니고 황당 무계한 주문방식,96,0,,,,0
naver,굴다리식당,까칠한여자88,1180,2025-10-19,,영수증,뭐랄까 되게 남자분들이나 어른들이 좋아할 것 같은 느낌의 김치찌개예요. 엄청 새콤하고 양이 많은데 고기는 세 개 정도라 김치찌개 중심이라고 생각하면 될 것 같아요. 반찬들이 엄청 맛있고 종류도 많아서 밥집으로서 매력이 있습니다. 🍾 대부분 소주 까시는 맛집이더라고요!,149,1,,,,1
naver,굴다리식당,zhd****,1836,2025-10-18,,영수증,맛있어요,4,1,,,,0
naver,굴다리식당,하늘9081,1500,2025-10-14,,영수증,마포굳,3,1,,,,0
naver,굴다리식당,ana****,76,2025-10-12,,영수증,신선하고 큼직한 껍데기붙은 돼지고기라 호불호있을듯. 밍밍하고 시원한 눅진하게 녹은 김치찌게예요. 돼지불백은 양념이 잘배어있어 좀짜네요. 동네백반집처럼 친근함.,88,1,,,,1
naver,굴다리식당,거대토끼24,14,2025-10-12,,영수증,1인분 만원 김치찌개 돼지고기 2조각 들어가 있었음 . 먹다남은 듯이 담아주는게 인상적임.밥? 말해 뭐함. (참고로 강화도 다녀오다 집에 들어가기 전에 들려서 그런지 더욱 비교됨. 거긴 어느식당가도 섬쌀이라 밥이 다 맛있음) 밥집에서 이렇게 성의없이 담아주는데도 왜 사람들이 가는지 이해가 안 됨. 와이프 그냥 밥먹고 싶다고 해서 계란말이 시켜줬는데 이것도 만원. 보시면 말 문이 막힘. 나 그냥 같이 앉았다가 다른 리뷰보니 나처럼 강매당한 분 많이 계신 듯. 이젠 멀리서들 찾이올 이런 가게는 아니니까 좀 그만 가라시라고 굳이 리뷰 첨 써본다. 돈내고 밥집와서 여기만큼 기분 더러운적 없었음. 참고로 주차비는 부가세 붙듯 내셔야 함.,355,0,,,,1
