store,account_id,account_review,visit_date,visit_count,verification,review,review_text,photo,manual_label
이태리국시 성수,열심히일하는인턴,425,2026.03.31,1번째 방문,영수증,한식 + 양식 퓨전 느낌의 파스타집이에요 ㅎㅎㅎ 청양 갈비 라구파스타 &amp; 청양 봉골레파스타 주문했는데 매우 특이하더라고요 ㅎㅎ &gt;&lt;,83,TRUE,0
이태리국시 성수,Zzz5620,410,2026.04.25,1번째 방문,영수증,음식 비쥬얼도 좋고 메뉴가 특색있고 다 맛있어요! 직원분들도 친절하시고 음식도 진짜 빨리 나와서 놀랐어요! 갑오징어빠에가 진짜 맛있어요🥹 담에도 재방문 의사 있습니다!,93,TRUE,0
이태리국시 성수,먹는 행복V,407,2026.03.13,1번째 방문,영수증,"특별한 날 어디에서 식사를 할까 찾아보다가 독특한 콘셉트의 음식점 같아서 방문했어요. '바지락찜 파스타'와 '숯불갈비 리소토' 주문했는데요. 이태리 음식이지만, 퓨전 느낌의 한국적인 맛과 차분한 인테리어가 잘 어우러졌습니다. 저녁에 오니 약간은 어두운 조명이 분위기 있더라고요. 🤭 만족스러운 식사였습니다. 🤗",173,TRUE,0
이태리국시 성수,Tiger19,387,2026.04.26,1번째 방문,영수증,음식도 맛있으며 이태리국시만의 특별한 메뉴도 맛 볼 수 있어서 좋았어요. 인기가 많은 식당이라 원하는 시간대 예약 하고 오시는게 편하실 거예요. 추천 합니다.,88,TRUE,0
이태리국시 성수,ber****,371,2026.03.02,1번째 방문,영수증,숯불대창돌솥파스타 는 부드럽고 잘 익은 면에 기분 좋게 매콤한 대창과 파가 매력적인 파스타였어요. 숯불갈비 &amp; 깍두기돌솥리조또 는 촉촉 부드러운 깍두기가 들어간 꾸덕한 깍두기 돝솥 리조또였습니다. 숯불불고기쌈피자 는 또띠아 같은 담백한 얇은 피 위에 고소하면서 달달한 불고기와 신선한 채소가 올라가 있고 피자도우 위에 감칠맛있는 소스가 매력적인 고소한 피자에요!,206,TRUE,0
이태리국시 성수,아띠지,334,2026.02.28,1번째 방문,영수증,웨이팅이 생각보다 길었지만 창가자리 당첨이라 만족!! 주문메뉴는 하나같이 맛있어요. 살짝 매콤해서 더 좋은!!,61,TRUE,0
이태리국시 성수,맘마소,310,2026.03.14,1번째 방문,영수증,냠냠 참신한 조합에 플레이팅이 아주 아름다워요 좋은 시간 보내고 갑니다!,40,TRUE,0
이태리국시 성수,깐깐s,286,2026.03.23,1번째 방문,영수증,"음식이 빨리 나와요 피클이나 이런 건 안나와서 조금 당황,,? 분위기도 편안하고 맛있어요!",50,TRUE,0
이태리국시 성수,00채니,281,2026.03.17,1번째 방문,영수증,대창파스타와 불고기쌈피자 먹었습니다! 쌈피자가 특히 제 스타일이었어요 ‘ㅅ’ 가게 분위기가 아늑하고 깔끔정갈하고 도란도란 얘기하기 좋아요!!! 데이트하기 좋을 것 같습니다 다른 메뉴도 먹어보고 싶어요 추천합니다~,118,TRUE,0
이태리국시 성수,캐시뭐하니,239,2026.04.30,1번째 방문,영수증,이태리국시 방문했는데 비주얼부터 압도적이네요! 돌솥에 나오는 리소토는 마지막까지 따뜻하고 깍두기가 씹혀 느끼함 없이 조화로워요. 뇨끼도 겉바속촉 식감이 예술이고 트러플 향이 진해서 풍미 가득한 식사였습니다. 한식과 양식의 이색적인 조합이 정말 매력적이라 재방문 의사 200%입니다!,157,TRUE,0
이태리국시 성수,cau****,227,2026.05.02,1번째 방문,영수증,양이 적은건 아쉽지만 맛있어요. 아이들입맛 저격 담에 또 먹고싶은맛 연인끼리 강추!,46,TRUE,0
이태리국시 성수,sw2998,207,2026.04.30,1번째 방문,영수증,처음 먹어보는 메뉴가 너무 많아요♡ 다 맛있고 특히 리조또와 대창 메뉴는 꼭 드셔보세요! 성수맛집 인정,57,TRUE,0
이태리국시 성수,토리tori,200,2026.02.21,1번째 방문,영수증,음식 맛있었어요! 주문하는 방법이 신기했어요. 음식은 좀 늦게 나와서 웨이팅하고 들어와서 주문다 하고 먹는데까지 너무 배고파요ㅋㅋ 음식은 맛있었어요! 메뉴들 다른거 먹으러 또 올게요,101,TRUE,0
이태리국시 성수,jwl****,199,2026.03.13,1번째 방문,영수증,"이태리 혹시 성수 바질 국물 파스타 그리고 깻잎 불고기 쌈 피자 너무 별미 음식 잘 먹었습니다. 강추 입니다! 재방문 의사 90% 영수증 리뷰 쓰면 랜덤 뽑기로 최대 50,000원 까지 할인 쿠폰 준대요!!!",116,TRUE,0
이태리국시 성수,냠쩌업,195,2026.03.22,1번째 방문,영수증,분위기도 너무 이쁘고 직원분들도 너무 친절합니다! 그리고 메뉴가 독특했는데 넘 맛도리네요~! 다음에도 또 방문하고싶어요,66,TRUE,1
이태리국시 성수,푸5385,195,2026.03.11,1번째 방문,영수증,맛있어서 정신없이 먹었네요🤪 양식인데 한식맛도 나고~~ 한국인 입맛에 딱 음료도 맛있고 디저트도 맛있어요! 장소 이동 없이 디저트까지 해결!! 분위기도 좋아여,88,TRUE,0
이태리국시 성수,LuckyT,184,2026.04.07,1번째 방문,영수증,오랜만에 성수왔는데 맛집도 제대로 와서 더 좋네요 곱창도 퀄리티 좋고 엄청 맛납니다! 그렇게 맵지도 않아서 좋았어요.,65,TRUE,0
이태리국시 성수,두두716,179,2026.03.17,1번째 방문,영수증,예약 후 이용했어요~ 점심시간이라 그런지 이용객들도 많았어요~ 대창도 크고 매콤하게 맛있게 먹었습니당 갑오징어 빠에야는 꼭 드셔보세요 갑오징오가 세상 부드러워요🤤,90,TRUE,0
이태리국시 성수,두기또기,170,2026.04.09,1번째 방문,영수증,분위기 좋고 직원분들 친절하세요 음식도 맛있어요~~,28,TRUE,1
이태리국시 성수,뚜띤555,166,2026.03.07,1번째 방문,영수증,알배추숯불갈비 샐러드는 시원한 배추맛과 숯불향가득나는 갈비의 조합이 미쳤네여 숯불대창돌솥파스타는 신랑이 좋아해서 주문했는데 대창이 엄청 통통하고 떡볶이 느낌도 나면서 파스타같고 묘한매력이 많았어요 그리고 존맛 반계마늘돌솥리조또는 다 먹을때까지 따듯하더라구요 마늘향이 가득나는데 치즈의 짭짤함이 느껴져서 맛나게 즐겼습니다👍,179,TRUE,0
이태리국시 성수,자유로운영혼68,160,2026.02.18,1번째 방문,영수증,드디어 이태리국시를 와 봤어요~! 오랜만에 친구와함께 성수나들이 왔네요~ 색다른음식 찾다가 오게되었는데~ 오기전에봤던 메뉴이름만큼 신선했어요~!🙂 특히 저는 불고기쌈피자 너무 맛있게 먹었네요~ 의외의 조합들이지만 다 맛있네요! 다음에 기회가되면 또 오고싶어요~!^^,148,TRUE,0
이태리국시 성수,jas5450,156,2026.03.31,1번째 방문,영수증,파스타 안좋아하는 남편도 싹싹 긁어 다먹었네요! 어디서도 맛 못봤던 새로운 메뉴인데 너무 맛있게 잘먹었습니다 ㅎㅎ,63,TRUE,0
이태리국시 성수,요미요미ㅋ,154,2026.04.04,1번째 방문,영수증,음식이 맛있고 애들이 너무 조아해요,19,TRUE,1
이태리국시 성수,밥밥18,147,2026.05.04,1번째 방문,영수증,분위기 좋고 맛있어요~~,13,TRUE,1
이태리국시 성수,굽닝이,146,2026.04.27,1번째 방문,영수증,완전 분위기 맛집😍 오랜만에 보는 친구들이라 기분 좋고 맛있어서 즐거운 시간이었어요. 특이한 메뉴 많아서 좋아요,62,TRUE,1
이태리국시 성수,greenstudy,135,2026.04.17,1번째 방문,영수증,가격이 비싸다생각했는데 양도 많고 진짜 맛있었어요!!! 엄청 간이 쎄지도않고 와인이나 술이랑 먹음 딱 좋고 분위기ㅜ좋아거 술한잔하면서 먹고싶은 곳,81,TRUE,0
이태리국시 성수,킬리만자로의 하프물범,128,2026.05.04,1번째 방문,영수증,"파스타 먹고싶어서 돌아다니다가 발견한 파스타집!! 이태리 국시라서 한국한국한 느낌일줄 알았는데 되게 모던한 분위기에요 전 조금 이른 시간에 왔지만, 저녁모임하면서 와인 한잔씩 마시면 분위기 짱 좋을 것 같아요☺️ 다음에 또 오겠습니다아",131,TRUE,0
이태리국시 성수,qlove3,126,2026.03.25,1번째 방문,영수증,예약하고 방문해서 대기 없이 바로 입장했어요. 매장 넓고 분위기도 좋아서 편하게 식사하기 좋았습니다. 특히 반계 마늘돌솥리조트가 진짜 맛있었어요! 마늘 향이 은은하고 닭도 촉촉해서 계속 손이 가는 맛이에요.,115,TRUE,0
이태리국시 성수,니진,122,2026.04.26,1번째 방문,영수증,분위기 좋고 맛있어요 💛,13,TRUE,1
이태리국시 성수,pro리뷰러,120,2026.03.30,1번째 방문,영수증,분위기도 좋고 맛도 좋아요 👍👍,17,TRUE,1
이태리국시 성수,누누누12,120,2026.04.18,1번째 방문,영수증,이태리국시 너무 맛있어요 다시 오고싶을정도로 맛있어요 퓨전요리는 여기가 끝판왕이에요,46,TRUE,1
이태리국시 성수,plu****,120,2026.02.17,1번째 방문,영수증,대창파스타 매콤 짭짤하니 맛있머요 대창이 엄청 크고 튼실해서 대창 특요의 고소한 맛을 느낄 수 있어요 밥이 있었으면 비벼 먹어도 맛있었을 것 같아요 갈릭리조또는 마늘향과 버터향이 조화롭게 어우려져 호불호없이 먹을 수 있습니다 맛있게 잘 먹고 왔네요 ㅇ,140,TRUE,0
이태리국시 성수,zoo97,117,2026.05.03,1번째 방문,영수증,대창파스타 너무 맛있어요! 매콤해서 더 맛남. 오징어빠에야도 시켰는데 새우랑 오징어도 많이 올라가있고 매콤해서 한국인 입맛에 딱임! 인테리어도 깔끔해요,84,TRUE,0
이태리국시 성수,kim****,114,2026.05.05,1번째 방문,영수증,맛있게 잘 먹었습니다! 곱창파스타 특히 맛잇었어요!!! 국물 자작하니 새로운 경험이었습니다☺️,52,TRUE,0
이태리국시 성수,xxxgg,112,2026.04.21,1번째 방문,영수증,분위기도 좋고 음식 그릇도 너무 정갈하고 예뻐서 데이트하러와도 좋을 것 같아요! 직원분들도 매우 친절하세요!,60,TRUE,1
이태리국시 성수,출출쓰,111,2026.04.17,1번째 방문,영수증,추천 받아서 그동안 벼르고 벼르다가 왔어요!! 점심 특선 시간 맞춰서 와서 맛있게 먹었네요ㅋㅋㅋ 매장도 쾌적하고 건물도 새거라 넘 😀 👍,76,TRUE,0
이태리국시 성수,지은3192,110,2026.03.09,1번째 방문,영수증,메뉴가 특별한데 맛있어서 너무 좋았어요☺️ 다음에 떠 방분할 것 같습니다🫶🏻,42,TRUE,1
이태리국시 성수,진녜쓰,107,2026.04.18,1번째 방문,영수증,독특한 메뉴가 많아요! 그리고 맛도있고 직원분들도 너무 친절해요!!! 또 올게요!,45,TRUE,1
이태리국시 성수,jooho9511,107,2026.04.18,1번째 방문,영수증,저번에 친구랑 와서 먹었었는데 분위기도 너무 좋고 음식도 너무 맛있고 특별해서 소개팅 장소로 왔어요!! 대창 파스타 대창 숯불향부터 쫄깃쫄깃 너무 맛있고 빠에야도 처음먹어보는데 너무 맛있었습니다 잘 먹었습니다 다음에 또올게요!!,127,TRUE,0
이태리국시 성수,안은빈20,104,2026.04.25,1번째 방문,영수증,여기 진짜 좋아요 분위기 좋고 맛 좋고 직원 분들도 친절하세요 성수 오면 여기서 저녁 먹는 거 추천해요 !!,60,TRUE,1
이태리국시 성수,아에이오우1152,102,2026.04.12,1번째 방문,영수증,신선한 조합인데 너무 맛있고 분위기도 좋아서 데이트 장소로 딱이에여 성수 올때마다 자주 올것같아여ㅎㅎ,56,TRUE,1
이태리국시 성수,ckhe09,102,2026.02.26,1번째 방문,영수증,남자친구랑 데이트로 왔어요! 성수동에서 드물게 주차도 되고 식당 안 분위기도 넘 좋았어요~ 오랜만에 즐기는 양식인데 퓨전이어서 부담없이 즐겼어요!,81,TRUE,1
이태리국시 성수,당케당크,102,2026.04.09,1번째 방문,영수증,오늘 회사 단체 점심으로 먹으러왔는데 다양하게 맛있게먹었어요~ 대창이 아주 실하고 불향이 확나네요 피자가 아주 프레시하니 맛있어요 시그니처 바질 파스타 국물도 국밥처럼 시원해요,98,TRUE,0
이태리국시 성수,you****,101,2026.05.04,1번째 방문,영수증,1시간.정도대기 후 입장 기다린 보람있어요 너무 맛있고 직원들도 너무 친절친절~,44,TRUE,1
이태리국시 성수,전설36,99,2026.05.02,1번째 방문,영수증,아이들 데리고 다같이 왔는데 음식의 향이 완전 좋고 맛도 기대했던거 이상으로 좋아요 즐거운 저녁식사 시간이었어요 감사합니다,68,TRUE,1
이태리국시 성수,네이버리뷰만,95,2026.01.23,1번째 방문,예약,"친구 생일이라~ 예약하고 즐거운 시간 보냈어요! 신기한 메뉴가 많아요~ 숯불대창돌솥파스타는 매콤느끼한 맛이 끝도 없이 들어가는 맛이고, 트러플 치즈 뇨끼는 트러플 풍미도 좋고 꼬소하게 맛있었어요! 숯불불고기쌈피자는 장갑끼고 돌돌싸서 왕~ 먹었더니 진짜 맛있어요~ 집에 가서도 생각날 것 같아요ㅎㅎ",165,TRUE,0
이태리국시 성수,오로라블랙,95,2026.04.13,1번째 방문,영수증,지인들이랑 처음 와봤는데 분위기 괜춘은듯해서 리뷰보고 찾아왔는데 음식은 그냥저냥 쏘쏘..하고 넷이가서 음식 다섯가지 주문하고 한시간도 안되서 먹고 나왔네요 나이많은 아줌마들이라 그랬는지 참 기분좋게 들어갔다 불친절한 직원들 셋팅도 제대로 안되고 사이드 밑반찬도 얘기해야 가져다주는.. 암튼 지인들이랑 기분 상해서 얼른 먹고 나왔네요 다신 안올거 같아요,196,TRUE,0
이태리국시 성수,lksbhr67,92,2026.04.14,1번째 방문,영수증,"재료가 신선하고, 맛있어요. 음식이 전반적으로 저한테 짭쪼름한데 그게 입맛을 당겨주기도 합니다. 곱창 파스타가 제일 맛있었는데, 냄새가 안나고 빠에야에 있는 갑오징어도 먹기 좋게 손질 잘해주셨어요. 응대가 친절하시고 서비스도 좋네요. 재방문 의사 있습니다. :)",146,TRUE,0
이태리국시 성수,긍정이가될꺼야,91,2026.04.02,1번째 방문,영수증,동친이랑 오랜만에 성수나들이 왔다가 들렀습니다. 특별한 메뉴가 먹고싶어 왔는데 역시 즤 동네는 없는 메뉴들이 독특하게 다가오네요^^ 맛있었습니다! 오징어와 관자도 싱싱하고 대창도 통통하네요! 오늘의 메뉴는 가성비도 좋아요^^,125,TRUE,0
이태리국시 성수,Lichi59,88,2026.02.04,1번째 방문,영수증,진짜 맛있어요 진짜로 ㄹㅇㄹ... 한입먹고 마늘러버 승천함.. 한국식 입맛이라면 먹고 싫어할 수가 없습니다ㅠㅜㅜ😋😋 혼자와서 안타깝게 한 메뉴만 먹었지만 꼭 다음에 여러명이 와서 이것저것 시켜 먹어볼거에요ㅠㅜ💕,117,TRUE,0
이태리국시 성수,샤넬3,86,2026.03.08,1번째 방문,영수증,"""성수동 나들이 왔다가 비주얼에 홀려 들어간 곳인데, 기대 이상이에요! 뚝배기에 담겨 나와서 마지막까지 따뜻하게 먹을 수 있는 게 신의 한 수네요. 특히 대창 파스타는 고소한 대창이 입안에서 팡 터지면서 매콤한 소스랑 찰떡궁합입니다. 같이 주문한 시원한 에이드로 입가심하면 무한 흡입 가능! 양도 푸짐하고 분위기도 힙해서 성수동 데이트 코스로 강추합니다.""",199,TRUE,0
이태리국시 성수,Laylaaaaaa,86,2026.02.23,1번째 방문,영수증,"저희는 오늘 청양봉골레크림파스타랑 불고기쌈피자 시켰고, 피자는 도우가 또띠야같은 얇은 도우로 되어있어서 뭔가 타코나 부리또같은 느낌이었구요, 피자라고 하면 좀 무거울 수 있는데 채소가 가득있어서 무겁지않고 산뜻한 맛이었어요🥹청양 봉골레크림 파스타는 매운맛이 쎄지않으면서 산뜻하게 입안을 정리해줘서 좋았고 면도 기본 파스타면이랑 다른 면이 오동통?해서 전체적으로 식감이 다양해서 좋았습니다🫶🏻평소 먹던 봉골레랑은 다른 느낌? 하이볼도 술 못드시는 분들도 드실 수 있을만큼 술맛이 강하지않아서 좋았어요🥹❣️그리고 가게 이름이 이태리국시라고 해서 좀 정겨운 가게 분위기 생각했는데 엄청 세련된 양식당 느낌이라 새롭고 인테리어나 분위기도 좋았습니다🤭🤭🤭데이트장소 찾으시면 이태리국시 추천드려요, 잘먹었습니다:)",393,TRUE,0
이태리국시 성수,Parkk,85,2026.04.02,1번째 방문,영수증,분위기가 너무 좋고 음식 맛이 다 특별해서 좋았어요,28,TRUE,1
이태리국시 성수,Keanu33,84,2026.04.05,1번째 방문,영수증,서울숲 벚꽃구경하러 온김에 예약하고 방문했는데 너무 맛있어요 대창파스타 특이하고 맛있어요 ㅎㅎ 매콤해서 대창이 느끼하지 않네요 리조또도 넘 맛있어요! 직원분들도 친절하고 분위기도 좋아요^^,105,TRUE,0
이태리국시 성수,Eye on me,84,2026.04.14,1번째 방문,영수증,오며가며 항상 사람이 많고 맛있는 냄새에 한번 오고 싶었는데 드디어 오늘 다녀왔네요! 다른리뷰들처럼 정말 너무 맛있었어요!! 퓨전음식이라고 하는데 거부감없이 조화롭게 잘 만든거 같아요! 다음에또 올거같습니다 ㅎㅎ,118,TRUE,1
이태리국시 성수,꿈꾸는 별바람햇살,84,2026.02.01,1번째 방문,영수증,"한식과 양식의 절묘한 퓨전 숯불고기쌈피자, 갈비 깍뚜기 리조토 주문했는데,. 모두 성공!!! 친숙하면서도 친숙하지 않은 새로운 맛이네요... 독특하면서도 맛있는 곳을 찾으신다면 함 방문해보세요~~^^ 성수 핫플 인정~~",122,TRUE,0
이태리국시 성수,nb****,82,2026.04.23,1번째 방문,영수증,하 너무맛있어요 분위기도 좋구 음식도 짱맛있습니다. 잘먹었슴다,34,TRUE,1
이태리국시 성수,j드래곤17,82,2026.04.17,1번째 방문,영수증,너무맛있어요~~~~!!! 이국적인데 조화로운 맛~~ 예약안했는데 바로 들어가서 좋았어용~! 자리도 넓고 쾌적해요 창가자리는 이뻐요 ~~ 다음에 또올게염~,85,TRUE,0
이태리국시 성수,seongsudonggri,82,2026.01.11,1번째 방문,영수증,"동네 맛집에 하나 추가되었네요 ㅎㅎ 매장도 넓고 청결하고, 직원분도 친절하셔서 기분좋은 식사하고 갑니다. 반계마늘돌솥리조또는 정말 맛있네여.. 포장이 되면 집에서도 가끔 먹고싶을 정돕니다ㅎㅎ 정말 추천! 다음에 또 방문할게요~",126,TRUE,0
이태리국시 성수,tkf****,80,2026.03.07,1번째 방문,영수증,주말이라 웨이팅을 걱정했는데 딱 한자리가 있었네요! 숯불대창돌솥파스타가 가장 유명하대서 주문했어요! 소스랑 같이 먹으니 대창도 느끼하지않고 맛있네요! 분위기도 좋아서 데이트에도 좋을거 같아요,106,TRUE,0
이태리국시 성수,룰루랄랄랗,79,2026.05.04,1번째 방문,영수증,퓨전한식느낌의 맛있는 파스타집이에요 ㅎㅎㅎ 맨날 둘이와서 대창파스타에 불고기쌈피자만 먹다가 셋이와서 빠에야랑 뇨끼까지 먹었는데 너무 맛있는 시간이었어요~~~ 원래 반계마늘리조또 먹고싶었는데 품절이라 너무 아쉽... 다음에는 꼭 먹어볼거에요~냠냠굿😋,138,TRUE,0
이태리국시 성수,행봌,79,2026.03.28,1번째 방문,영수증,경기도에서 놀러왔는데 파스타가 정말 예술이네용 너무 맛있어요 대창 곱창 파스타 다 매력있어여ㅠㅠㅠ 대창 좋아하시면 꼭 꼭 드셔보세용 직원분들도 친절하시고 토요일 1시 정도에 왔는데 20분 웨이팅 하고 들어왔어요 참고하세용 맛있게 잘 먹고 갑니다 !!🥰💗💗,142,TRUE,0
이태리국시 성수,dakong22,78,2026.05.09,1번째 방문,영수증,분위기가 엄청 좋아요! 맛있어요!!,19,TRUE,1
이태리국시 성수,Sunny030,78,2026.04.26,1번째 방문,영수증,한식과 양식이 적절히 어울러져서 특색있고 맛있었습니다,29,TRUE,1
이태리국시 성수,포뇨2024,78,2026.03.11,1번째 방문,영수증,성수 유명 맛집이라고 해서 왔는데 맛있고 분위기도 좋아서 데이트하기도 좋을 것 같아요! 완전 추천🫶,55,TRUE,1
이태리국시 성수,BBO62,78,2026.04.18,1번째 방문,영수증,한식으로 해석한 이탈리아 요리였어요! 신선하고 자극적이지 않고 아이도 어른도 정말 맛있게 먹을수 있었어요 다음엔 친구들하고 와봐야지 ㅎ,75,TRUE,1
이태리국시 성수,젤라997,77,2026.04.25,1번째 방문,영수증,음식이 너무 깔끔하고 정갈하게 나오는데 맛도 존맛탱이에요💖💖 퓨전이라 이태리의 풍미와 한국의 감칠맛까지 모두 잡은 곳이에요! 데이트장소로도 친구들과도 너무 좋을 것 같아요! 강추합니다!,103,TRUE,1
이태리국시 성수,꿈틀루씨,76,2026.05.01,1번째 방문,영수증,너무 와보고 싶었던 곳인데 아이와 오늘 예약없이 갑자기 방문했는데 1팀 대기 후에 들어왔네요. 대표메뉴 2개시키고 샐러드 추가했는데 정말 맛있어요. ㅇ양도 많고 깔끔하니 다른 메뉴도 너무 궁금합니다,110,TRUE,0
이태리국시 성수,이정빈대떡,75,2026.05.05,1번째 방문,영수증,맛도립니다. 생각보다 웨이팅도 빨리 줄어들어요 👍👍👍👍👍👍👍,33,TRUE,1
이태리국시 성수,jsj****,73,2026.02.13,1번째 방문,영수증,주말 오픈하자마자 왔는데 예약을 안했더니 대기하고 들어왔어요~ 역시 인기맛집은 다르네요 기다린 보람이 있습니다! 대창파스타 반계마늘리조또 청양봉골레 모두 맛있어요! 반계리조또는 아이도 잘 먹어요~ 무조건 재방문해야 할 성수맛집입니다,129,TRUE,0
이태리국시 성수,fraise22,72,2026.04.26,1번째 방문,영수증,"퓨전양식 처음 먹어봤는데 너무 맛있어요! 허겁지겁 먹느라 사진을 처음에 못찍었는데 플레이팅도 예쁘고, 너무 맛있게 잘 먹었습니다!",72,TRUE,1
이태리국시 성수,축복속의사랑,72,2026.05.04,1번째 방문,영수증,갑오징어 빠에야 오징어 부드럽고 향이 좋아요 맛이 감칠맛 있어서 너무 맛있네용~ 곱창 치즈 돌솥 파스타 메뉴로 색달라서 시켜봤는데 맛있었어요^^,80,TRUE,0
이태리국시 성수,준성3822,71,2026.05.03,1번째 방문,영수증,분위기가 너무 좋고 3층에 있어서 뷰도 좋아요ㅎㅎ 음식도 맛있습니다,37,TRUE,1
이태리국시 성수,kes****,70,2026.04.27,1번째 방문,영수증,외국인친구들이랑 방문했는데 맛있다고 다들 좋아하네요~😊 만족스럽습니다,38,TRUE,1
이태리국시 성수,김체리오브,70,2026.05.04,1번째 방문,영수증,분위기 너무 졸어요 !! 직원분들도 친절하고 맛집이라서 왔어요 ㅜㅜㅜㅜ!!!🩷🩷🩷🩷🩷,47,TRUE,1
이태리국시 성수,min****,69,2026.04.02,1번째 방문,영수증,접근성 분위기 좋고 음식도 퓨전으로 맛있습니다 :) 추천드려요 굿굿굿,38,TRUE,1
이태리국시 성수,김포수소맘,68,2026.05.02,1번째 방문,영수증,아이가 다니는 학원건물에 있는데 항상 사람이 많아서 와봤어요. 운좋게 대기없이 바로 식사가능했습니다^^ 면 좋아하는 아이들이 엄청 맛있다고 잘먹네요ㅋ,83,TRUE,0
